date,x_vol_world2.sa,x_vol_world.sa,x_vol_ez.sa,x_vol_ema.sa,x_vol_lac.sa,ipi_jp.sa,ipi_de.sa,ipi_kr.sa,ipi_oecd.sa,ind_orders_ez.sa,manuf_orders_us_2.sa,rti_vol_fr.sa,rti_vol_oecd.sa,freight_mar_cn.sa,container_hk.sa,transit_pa_canal.sa,container_index.sa,x_cn.sa,x_oecd.sa,x_briics.sa,bci_cn.sa,pmi_manuf_us.sa,pmi_manuf_cn.sa
2002-01-01,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
2002-02-01,-99999,0.0053336793467388954,0.009881976214590082,-0.016706183112518813,0.0075395729684710755,0.013636363636363003,0.005025125628140836,0.02358752578955725,0.008581904734519918,0.008041868777125316,0.018014855632788374,0.02937062937063062,0.00441107510810701,-99999,0.03552789627307362,-0.023767359776312058,-99999,-0.018771456694393285,2.1858380966444102e-4,-0.023534331159426047,0.011888125022093243,0.03200000000000003,-99999
2002-03-01,-99999,0.012606652656897532,0.02202885812864608,0.024532284175299512,-0.0210191209612699,0.010089686098655015,0.0025000000000001688,0.015776111014206284,0.004940772310616737,0.013296188425984568,-0.007322396905791284,-0.0027173913043477826,-2.367947835018036e-4,-99999,0.02892081515954792,0.029174237601771402,-99999,-0.0042728262228026725,0.02390456426518739,0.028548989921066692,0.005543433262285902,0.016999999999999956,-99999
2002-04-01,-99999,0.0076209025053968205,-0.012941413129441193,0.026640873063980886,0.07120617751579572,-0.004439511653718253,0.0024937655860348684,0.011047299231077501,0.004462519847201918,-0.0037490627343164107,0.02154593297985996,-0.0013623978201640075,0.005099109262173052,-99999,0.053601134464618116,0.014774493020750068,-99999,0.06101812737408774,0.014306631528489655,0.07260441101208448,0.0019539044770631175,0,-99999
2002-05-01,-99999,-0.0017281937388392565,-0.003074944989301609,-0.009992114088211101,-0.08276747365003412,0.04124860646599826,-0.009950248756219415,-0.009322513681826794,0.00512021423158493,0.012669342699448194,0.012080696227910082,0.016371077762620034,-0.004715956991852455,-99999,-0.04492518057710371,-0.014688545185693958,-99999,-0.014121642859878603,0.029030427756802757,-0.03327745530375492,0.0017242516482354198,0.007000000000000029,-99999
2002-06-01,-99999,0.014457207718016951,0.04252977586381368,0.009453422879740048,-0.045585545965573404,-0.010706638115632106,0.025125628140703737,-0.01348674184699794,2.2451927816602435e-4,-0.005698005698005826,-0.020205830055498697,-0.006711409395973478,-3.2681048908322907e-4,-99999,0.06293373234536048,-0.0030198899993741923,-99999,0.038516201170753606,0.028869578621407266,0.022586566044862977,0.003587744917435076,0.005,-99999
2002-07-01,-99999,0.009537059559416416,-0.02050236940039407,0.02527464292110082,0.20870243975942437,0.006493506493506773,-0.017156862745097756,0.03255580443345951,0.00227948824051305,6.228977201943042e-4,0.005217903263373014,0.008108108108107803,0.007138329332594839,-99999,0.01611171343529616,0.0026047519557141907,-99999,0.051249593211043276,0.01668211885017601,0.07200088929561455,0.004579860617007325,-0.03399999999999999,-99999
2002-08-01,-99999,-9.165714934327163e-4,0.009910397731518694,0.0034619338398773625,-0.05063820473788605,0.003225806451613078,0.021197007481295937,0.014567827355350227,0.0048628404271031656,0.006972111553784854,0.02591225490038318,0.0013404825737270976,0.005225292524239977,-99999,0.007808546573252473,-0.006087021410945304,-99999,0.01632579419914504,-0.0024009785592173927,0.011620942965832048,0.0037011438290879273,9.999999999999432e-4,-99999
2002-09-01,-99999,0.007563808888167989,0.0030647559083720743,0.0026931395142932857,0.04482413088346737,0.008574490889607711,-0.010989010989011061,-0.011206753543582804,9.12384282922396e-4,-0.007789317507418292,-0.02400303645312163,-0.0013386880856766092,-0.007890200019247562,-99999,0.06884847873428956,0.004506047504634347,-99999,0.05143112770524838,0.007524267386538108,0.041409716881285474,8.928332426032526e-4,0.0020000000000000282,-99999
2002-10-01,-99999,0.004412437613467324,0.006134783082202944,0.009379720429280258,-0.027776245605993344,0,-0.011111111111111183,0.006188834001304766,-0.0027956379446569812,-0.015451713395638556,0.012708064832342991,0.0013404825737270976,0.0019232510834013006,-99999,-0.05234830493705778,-0.03782765460967086,-99999,-0.019062583419179435,-0.006805775515245083,0.003953611392623069,-0.002158969846292269,-0.015,-99999
2002-11-01,-99999,0.009150529721725587,0.0030906928121288146,0.02552024169391287,-0.020783327856876088,-0.0042507970244500815,0.019975031210987426,0.0091335198325213085,0.004377097781506745,0.015947348436906594,0.0016502959424935515,0.00669344042837916,0.002076838402392367,-99999,-0.02815854455794753,0.008021873928609091,-99999,0.03121882078904248,0.02645204771698051,-0.026057206943714828,-0.006057555173817453,-0.005,-99999
2002-12-01,-99999,-0.02212113269710092,-0.017783411730140974,-0.03748968566194655,-0.018632819396330214,-0.00106723585912194,-0.017135862913097544,0.019313383513860805,-0.0051278735822201105,-0.021053942942568793,-0.020781648527478103,-0.017287234042551836,-0.0025085739196756274,-99999,0.03375370345892725,0.05491926058571184,-99999,-0.023861836791051916,-0.0014725694621678942,6.263668522643595e-4,-0.01063144120232995,0.031000000000000014,-99999
2003-01-01,-99999,0.023350109344097092,0.009612188437403857,0.066880088263501,0.034272107687526754,0.013888888888890394,0.007471980074720275,-0.025125175606065975,0.005735066753481677,0.023161109697124038,0.02201866328432378,0.005412719891745299,0.0047041505093892155,-99999,0.009530082974018583,-0.02848943738223786,-99999,0.14436533368810078,0.03829731258525304,0.11998561456118484,-0.01096204426432923,-0.0030000000000000426,-99999
2003-02-01,-99999,-0.0014218332437841985,-0.006383262080574381,-0.017183043375976537,0.012017390744295975,-0.00428265524625715,-0.0012360939431402818,0.00190293199327507,-0.0020905275485227914,-0.0017412935323383172,0.014199283862205148,0.00672947510094124,-0.006835299214001611,-99999,-0.05150796655505252,-0.005580385936224452,-99999,-0.06174536691036525,0.007516142773872803,-0.028116293213863996,-0.005013887586898358,-0.025,-99999
2003-03-01,-99999,-0.005692389842621992,-0.015317700489408281,0.007359362884204357,-0.060082828592389004,0.006451612903227488,-0.0012376237623757946,0.015581781301862607,0.0025277048411218583,-0.02354846748068773,0.0024567186729349544,-0.0053475935828875,0.003663995652027685,-99999,0.07978525265787972,-0.011194910211157594,-99999,0.044690189661468205,-0.003865478141096612,0.023927035780193506,0.00628499965205509,-0.025,-99999
