date,x_world.sa,x_cn.sa,x_us.sa,x_kr.sa,x_hk.sa,ipi_us.sa,ipi_jp.sa,ipi_kr.sa,p_comm.sa,p_manuf.sa,x_uv_world.sa,x_vol_world.sa,freight_mar_cn.sa,container_index.sa,container_sg.sa,bci_cn.sa,bci_oecd.sa,cci_cn.sa,manuf_orders_nl.sa,pmi_manuf_us.sa,pmi_manuf_cn.sa
2003-03-01,-99999,0.044690189661468205,0.003925500458824782,0.03969774016973826,0.053746658000450864,0.0013686605846552347,0.006451612903227488,0.015581781301862607,-0.09471365638766516,-99999,0.0017460268779079247,-0.005692389842621992,-99999,-99999,0.013707413168975613,0.00628499965205509,-0.0014546616723681849,-0.010712650750218655,-0.005500000000000043,-0.025,-99999
2003-04-01,-99999,0.047153025962676676,-0.008531238891616,0.01660315073595653,-0.02517273983278112,-0.008562170246354861,-0.013888888888890949,-0.0159418974126192,-0.09034874290348749,-99999,-0.011803616429497565,0.006707425433318814,-99999,-99999,-0.015999134925668956,0.012581317929172497,2.3505877944196563e-4,-0.017592515789734864,-0.007999999999999972,-0.0019999999999999575,-99999
2003-05-01,-99999,0.029332018978659002,-0.004421832584979413,-0.05395846455378239,0.017569377267943498,0.0010349928137147746,0.015167930660889173,-0.004299130948207552,0.03798145506419415,-99999,0.028522191054341173,0.0033988259795691977,-99999,-99999,0.006298880637003013,0.012911927888896058,0.0010730321537897325,-0.010789761218417016,-0.0025,0.028999999999999984,-99999
2003-06-01,-99999,-0.027017010346722214,0.03889289021504272,0.05582592460735247,0.0022994647679133173,0.004999037237960247,-0.007470651013874452,0.032762582462382284,0.018381721353719405,-99999,0.008056988479483662,-0.010320403011236823,-99999,-99999,0.033718210291366235,0.009407800453933968,9.847043257693588e-4,0.0016401490240864902,-0.0075,0,-99999
2003-07-01,-99999,0.05351214668303883,0.0018817470535801295,-0.0012226632671972215,0.01257831366428075,0.002400139114353994,0.005376344086024609,-0.041843106294409016,-0.012145748987854255,-99999,-0.00930630079780348,0.018054968708018926,-99999,-99999,0.014934267000437318,0.006361184711619616,0.0015095333046251103,0.007872665862410866,0.0035000000000000144,0.02,-99999
2003-08-01,-99999,0.009324548264396215,-0.025141689732437023,0.0583010874507206,-0.014830448522917927,-0.0037676618889620483,-0.012834224598933797,0.05267790262172278,0.02219945355191255,-99999,-0.008344969442137029,-0.006238175780832633,-99999,-99999,0.00799913032736943,0.0039601972392755425,0.002085026150215441,0.0077602564151928455,0.005499999999999972,0.02200000000000003,-99999
2003-09-01,-99999,0.05241502020022004,0.03162075376035145,0.03296977802537038,0.02739642790708441,0.007673306299326166,0.030335861321778346,0.026186113532457034,-0.04310056799198125,-99999,0.007199686055886501,0.030835284482975345,-99999,-99999,-0.0038866896855777044,0.0014696518770764833,0.0020570994726507585,0.005435339699467523,-0.0029999999999999714,-0.008000000000000042,-99999
2003-10-01,-99999,0.03328774958641745,0.019036385380318155,0.07338117688921564,0.012169902855114323,0.00126966322364086,0.01682439537328939,0.013712403571118914,0.04870810055865915,-99999,0.020765380259413213,0.01963437132704593,-99999,-99999,0.028377193904027598,-4.0917962907494054e-4,0.0025476371395662945,0.0039700497364543175,0.014499999999999957,0.028000000000000042,-99999
2003-11-01,-99999,0.016142566143491077,0.039580084561837925,0.0024235420956586484,0.011479277402261845,0.009709339878568812,-0.002068252326781317,-7.353444148026078e-4,0.002996504078575102,-99999,0.007947213868447323,-2.371815497325125e-4,-99999,-99999,0.012616748198411187,-0.0024418375154656724,0.002777829789798014,0.002747365531871493,0.005,0.03199999999999996,-99999
2003-12-01,-99999,0.069396605728542,-0.017459212866311025,0.05363600797692869,0.03894742978232224,-0.0020838877402709066,-0.0010362694300505293,0.028716649838276265,0.07717842323651469,-99999,0.028068913502926174,0.017802471868520797,-99999,-99999,0.008902352279993586,-0.00498210175148095,0.002014008912984977,0.0021252729545040427,0.013000000000000043,0.01700000000000003,-99999
2004-01-01,-99999,-0.06645415492418949,-0.01326806849660045,0.060190820197748574,-0.08767696861628194,1.7231051996646762e-4,0.015560165975103013,-0.0017800402588544761,0.02865947611710329,-99999,0.02448939794599747,-0.01018335026461259,-99999,-99999,0.00872633557124769,-0.005936365853905556,0.001032929800943494,0.0010602774677157534,0.012999999999999972,0.006999999999999958,-99999
2004-02-01,-99999,0.10070925810857423,0.050396375990940045,0.04812643622058044,0.19519797056296073,0.007582407665676971,-0.0020429009193029257,0.03764749016732227,-0.017375674056321344,-99999,0.01032024858748648,0.02174319250866774,-99999,-99999,-0.028861837363501675,-0.004901209984492727,8.807157561325774e-4,-4.7952767024850296e-5,0.0035000000000000144,-0.008999999999999985,-99999
2004-03-01,-99999,0.025936224733068114,0.030651835541551042,-0.04493198982651925,-0.034291040563404374,-0.0016355468344478874,-0.006141248720574755,-0.01615726836162734,0.046493902439024515,-99999,-0.008322104510996908,0.009247681177579903,-99999,-99999,0.05408390330179036,-0.0022747045337918603,7.699285632463138e-4,-0.0014190736937774728,0.005,0.007000000000000029,-99999
2004-04-01,-99999,7.372653651487315e-4,-0.011803273857759478,0.039877114462014696,0.008091550055794539,0.00405223974171709,0.01853759011329026,0.009696850972133797,0.010924981791696986,-99999,-7.898642080755858e-4,0.004220798985852259,-99999,-99999,0.022426249346255034,-3.8724696027969685e-4,7.434460647857133e-4,-0.004116174069920486,0.010499999999999971,0,-99999
2004-05-01,-99999,0.04368763225636574,0.023967532380397172,4.8381778978989765e-4,0.0026039745817516557,0.007823018050306718,0,0.015278653538342235,0.05792507204610953,-99999,0.0029545566955591074,0.011655237358124237,-99999,-99999,0.015949576758424122,6.791039206004434e-4,6.659505944539568e-5,-0.0069091211436211886,0.011500000000000057,0.007999999999999972,-99999
2004-06-01,-99999,0.037596445236143916,-0.033475349969567914,-0.0046631967293010446,0.010113267559772154,-0.007305925032666805,0.0020222446916049464,-0.02629148353398303,-0.024107872514301243,-99999,0.005449624748353532,0.008100214458271582,-99999,-99999,0.0423264388507969,0.0012427470773204163,-0.00073875619814234295,-0.006192314280716205,0.003999999999999986,-0.008999999999999985,-99999
2004-07-01,-99999,-0.0030489394497100752,0.019093560555843325,0.013852556955206374,0.016690371442833696,0.009162068549079194,0.013118062563069577,-0.011186523836781537,0.02260990928122797,-99999,0.010028581713849238,7.213346385563923e-4,-99999,-99999,-0.02173820073932109,9.499960498067228e-4,-6.381582786387785e-4,-0.0020815680160191086,0.0025,-0.006000000000000014,-99999
2004-08-01,-99999,0.006047241692721084,0.00718300323153831,-0.028258112275862945,0.0036153182152618424,0.004629950874652344,-0.010956175298809101,0.015249499677478129,0.0365770438105637,-99999,0.0019907943893588964,-0.006764713003942324,-99999,-99999,0.006609453301129831,-4.248054479979446e-4,-3.311283709415136e-4,1.676533130465785e-4,0,-0.013999999999999986,-99999
2004-09-01,-99999,0.03908604369654367,0.02143789161286147,-0.0021634961696994637,-0.02042284183597376,-2.842845688532103e-4,0.0020140986908332437,0.02472997409706279,-0.021593153390388475,-99999,0.0020432709758770873,0.012077103545795165,-99999,-99999,0.03654513927860159,-0.0026969930484724847,-2.1647526054036081e-4,0.0018440420608694108,-0.0030000000000000426,-0.011000000000000015,-99999
2004-10-01,-99999,0.023163345524031875,0.008266719162895786,0.0837613051500572,0.04137203098569153,0.009987834367162218,-0.015075376884421399,-0.012177866806569182,0.09621854393755869,-99999,0.020254826894248845,0.006961597360190641,-99999,-99999,-0.012608410832952943,-0.003901488856732027,-6.292493091006879e-4,0.0027387343542659703,-9.999999999999432e-4,-0.011000000000000015,-99999
2004-11-01,-99999,0.08350318459571993,-0.012599832401279043,-0.007045196151491906,-0.009595764309816457,-5.026321268175593e-4,0.00918367346939486,0.016850406373219773,-0.05622391357721579,-99999,0.02007483419940237,0.009646905890757118,-99999,-99999,-0.018919006018943474,-0.003451090985784666,-6.637464353362876e-4,0.003074822406863298,-0.004500000000000028,-9.999999999999432e-4,-99999
2004-12-01,-99999,0.005295433564522778,0.03215628540705917,0.012178360163158652,0.01781641179816873,0.00715147944371175,-0.013144590495451802,-0.006995663321832213,-0.007544224765868912,-99999,0.010637279889374351,0.011902339686944874,-99999,-99999,0.04479928902729813,-9.430865336815808e-4,-3.9223456186587846e-4,0.0026038016857037327,0.0035000000000000144,0.01,-99999
2005-01-01,-99999,0.0011712385026978467,0.002203844422008272,0.08243764678792731,0.08732758965355303,0.007498574443586259,0.022540983606556875,0.02846668791839324,0.05884665792922683,-99999,6.74622097078581e-4,-0.0024887934889865626,-99999,-99999,0.004102346071253926,0.0033396230336890653,-7.14178596326831e-4,0.002061363717616338,0.003999999999999986,-0.0040000000000000565,-99999
2005-02-01,-99999,-4.4434563845552333e-4,0.007196974982209836,-0.07964469741386349,-0.12979055001540885,0.008274625686822912,-0.0010020040080147563,-0.02301397886123424,0.029582869166976167,9.999999999998899e-4,0.0032301570125568,-0.008256557516763019,-0.005069631110171113,-99999,-0.006117168625524916,0.0058761803030866755,-0.0012626863127583876,0.001819281661249006,-0.011499999999999986,-0.012999999999999972,-0.0020000000000000282
2005-03-01,-99999,0.05872838484341636,0.008429752524077072,0.024953316527689617,0.0496575427340995,-0.0049657188949385755,0.002006018054159897,0.02660173537856325,0.09629718682375565,0.009990009990010096,0.017508914476564552,0.004630064994588068,0.011456757152420893,-99999,0.021108494070538386,0.005639234056262321,-0.0014590648567638365,0.001533100595138226,-0.006499999999999986,-0.0029999999999999714,0.03399999999999999
2005-04-01,-99999,0.007332906517336424,0.03704873937573927,-0.007393470189133389,0.008352524095709635,0.0037151069323335673,0.006006006006007647,-0.014061003121233706,0.00636034652922457,-0.01186943620178027,-0.0061916529859982194,0.02908478932683556,0.041774516549200724,-99999,-0.0025587417001495805,-0.00577246910194662,-0.0015866943384459375,8.332326473841078e-4,-0.0025,-0.03,-0.011999999999999957
2005-05-01,-99999,9.474093495331903e-4,-0.005514623090149495,0.01110847965767392,0.09427729532013607,0.00327229768493309,-0.006965174129353491,-9.089769307923934e-4,-0.04402310123133912,-0.019019019019019034,-0.008767963012025537,-0.002546183031617688,-0.011222873142649359,-99999,1.793407436010419e-4,-0.014748992069488098,-8.424582885739884e-4,5.0981084809942345e-5,0.0034999999999999433,-0.014000000000000058,-0.03800000000000004
2005-06-01,0.006799904936641621,0.04741191960960567,-0.0016490418108022764,-0.003178065025028931,-0.021857460906051007,0.001231696296392748,0.003006012024044269,0.014368627450980442,0.08286789011740558,-0.020408163265306145,-0.018303335078863725,0.012808558492169997,0.017072902936881462,-99999,0.022651011446887193,-0.011653199581598384,4.419040191925294e-4,1.9758310161543946e-5,-0.013499999999999943,0.016000000000000014,-0.011999999999999957
2005-07-01,-99999,1.761671460496217e-4,-0.0034916564487572632,0.0400126075231968,-0.012932866379521846,-0.003487606867746962,-0.007992007992007055,0.009309374323446695,0.03884210526315779,-0.0031249999999999334,0.007210708057502346,-0.010551696605607397,0.018741529238522014,-99999,-0.028560602660556156,-0.0027959604628666757,0.0011845228243445582,-2.6030696295997746e-4,0.015,0.003999999999999986,-0.006000000000000014
2005-08-01,-99999,0.005753263725701618,0.02043556964669202,0.004810727255378566,0.02715159671606915,0.004619869317042058,0.0010070493454166218,0.0011337868480725266,0.09149863208025133,0.01567398119122254,0.021369271406716184,0.009324603167471857,0.012751067792198922,-99999,0.020555373474240968,0.006635841713899859,0.0012872037101565592,-4.709420252841934e-4,-0.006000000000000014,-0.003999999999999986,0.015
2005-09-01,0.018302332044505043,0.004305663495419942,-0.02607371018976634,0.012417245129246357,0.026367921937273664,-0.010040908836426388,0.009054325955732079,0.011018946466285096,0.056999628666914326,-0.004115226337448652,0.0026630978584587517,0.01128664552707681,0.05233198096679903,-99999,0.002668939276851523,0.008935474480649797,0.0016180709889270783,-9.252739600162929e-4,0.016499999999999987,0.043999999999999984,0.025
2005-10-01,-99999,0.05306889562342021,0.02706139907716132,0.030161199201365063,-0.0070954109441143665,0.015059089668088665,-0.0049850448653975254,0.010247948896491277,-0.008694888459511607,-0.012396694214876103,-0.005968815034113173,0.006443059511381355,0.01585259245072379,-99999,0.010652763381196584,0.002766701660969595,5.420462682441674e-4,-0.0010195663797225585,0.01,0.0040000000000000565,-0.01
2005-11-01,-99999,-0.006382561134269604,0.01978456428835651,-0.006842394531289875,-0.012951302381459917,0.007784792373517702,0.01603206412825453,0.047678269078050395,-0.07530787631788782,-0.011506276150627603,-0.010153552870503346,0.008644690763969898,0.013389154641530565,-99999,-0.02347913888684594,-0.0012315405208180863,-1.2320382259545237e-4,-1.1412934522814222e-4,-0.005,-0.005,0
2005-12-01,0.034078840168536795,0.021105686559292902,0.026557505675642634,0.01649502016835891,-0.018826811894861795,0.0018415644528457786,0.002958579881652934,-0.021324065731325392,0.0705183481843441,0.006349206349206327,0.007104030922779225,0.03157637275454017,0.05098816555710428,-99999,0.021926435214662865,-0.0037281946915946884,-2.6682280960299565e-4,7.698584712640955e-4,0.006000000000000014,-0.016000000000000014,0.0019999999999999575
2006-01-01,-99999,0.02972206354475082,0.00934478731775279,-0.018096704454800605,0.040897200797992195,0.00794831785660377,0.002949852507379891,0.04166301329826094,-0.005996598943882603,0.02208201892744488,0.023377214199484353,-0.009229218768889602,-0.0658312098531022,-99999,0.009940043720702896,-0.004089524690003787,-1.4672684251026968e-4,2.7549917838598503e-4,0.011000000000000015,-0.0010000000000000141,-0.021999999999999957
2006-02-01,-99999,-0.01666269028788503,0.012165601142076765,0.05384386662823326,0.021841918822833595,-0.003193335057597335,-9.803921568615204e-4,-0.016932983544001967,-0.029533585449306732,-0.004115226337448652,-0.0031073715568338267,0.009708450945313807,0.01178249146836663,-99999,-0.013941446447736427,0.003796388773991577,4.8114069855853536e-4,-5.923395792329922e-4,-0.0020000000000000282,0.007999999999999972,0
2006-03-01,0.05710859587193173,0.12692155648752057,0.021634880726068673,-0.015428095285136001,-0.025666603755417183,-4.611694385676657e-4,0.005888125613338957,0.009161743299940017,1.855631842642147e-4,0.0020661157024792765,0.0035657342148711635,0.020831687036039437,0.03560728911570088,-99999,0.01638836595299953,0.01168097602058249,6.91635154364656e-4,-2.1412672346743378e-4,0.016000000000000014,-0.015,0.03199999999999996
2006-04-01,-99999,-0.020038039162451837,-0.0013325490101921966,0.005039017808753821,0.020667446798833033,0.004952042776855459,0.020487804878049687,-0.007296792805022823,0.08654916512059363,0.013402061855670055,0.018522687599770382,-0.002026175762176008,0.009779067301331601,-99999,0.0026365604746529936,0.007541746241819469,5.986207897661355e-4,-3.961671083635432e-4,0.016000000000000014,0.009000000000000057,0.028000000000000042
2006-05-01,-99999,-0.024434731998045578,0.01688945520988616,0.05861350593984582,-0.03910172019528002,-0.004066929939258834,-0.016252390057358346,0.016837606837606822,0.005890890463587484,0.029501525940996975,0.028922479724118988,-0.002988169640084637,0.00531551024467225,-99999,0.0029041747835720777,-0.005240083003577922,-1.8975928146713894e-4,-5.099169421418637e-5,-0.0025,-0.015,-0.03300000000000004
2006-06-01,0.04093320840215231,0.047948721177029974,0.02173938741976289,-0.012559044943309505,0.04891437836895185,0.003532629016204325,0.01360544217687143,-0.010576896136280989,-0.01918180274995751,-9.88142292490224e-4,-0.01100495282454006,0.013895429040404528,0.0049229987854895185,-99999,-0.0060339820718411374,-0.008363895018363543,-3.6882601717558305e-4,5.180394894330753e-4,0.016499999999999987,-0.01700000000000003,-0.006999999999999958
2006-07-01,-99999,-0.010374553196814351,-0.02434283598667164,-0.022429883216263935,0.027866691771481156,-0.0030410245913576883,0.0038350910834170637,-0.051396774604612894,0.048892350294219344,0.004945598417408492,0.006765398071754358,-0.0109523549323991,0.03203883730082979,-99999,0.02676293180151057,-0.005188420685089068,4.961875169762209e-5,0.0010574612868845534,0.006499999999999986,0.01,-0.01700000000000003
2006-08-01,-99999,0.08410508235277647,0.02830613793757708,0.06110406075224417,0.015590413662280422,0.006566093789173166,0.0038204393505203438,0.07395853545681152,0.00990017325303194,0.008858267716535417,0.012477236526300173,0.010689056681486342,0.010101641212045376,-99999,0.059764867424620505,0.003663774066084091,-4.3336457196452294e-5,0.002136062701350916,-0.011000000000000015,0.007000000000000029,0.007000000000000029
2006-09-01,0.040900085388258844,0.008054811698445796,0.0091679640200657,0.06460375502301341,-0.012426251498674823,5.395319982959279e-4,0,0.01894318434511888,-0.1173106772322523,-0.00585365853658526,-0.00927149316580389,0.01683055567418479,0.018521569256594095,-99999,-0.006813391245617306,0.008385078787675582,-2.877333377268032e-4,0.0028172374601111994,0.012000000000000028,-0.015,0.038999999999999986
2006-10-01,-99999,0.018409589833192186,0.008616158153353703,-0.08842930449850428,0.008164036690653242,-0.0038817840799955095,0.0076117982873444845,0.03655459319375298,-0.008699676075890728,-0.004906771344455385,-0.012480756962354844,0.0011877364673857915,0.022282326805942,-99999,-0.0028872894714061514,0.0014520039112855265,-2.3254797476768285e-4,0.0020917879105462056,0.0010000000000000141,-0.008000000000000042,-0.022999999999999972
2006-11-01,-99999,0.037177710129267405,0.014751200942626719,0.08208713703695669,0.04876825787048045,4.885285388367411e-4,0.0037771482530728484,-0.01225080597407735,0.03678461394827748,0.01380670611439827,0.013953944060555612,0.01697088610750419,-9.196819251330313e-4,-99999,0.0023137513982853797,-6.369321540337092e-4,1.8478661972687327e-4,0.0017460414809165048,0,-0.011000000000000015,0.005999999999999943
2006-12-01,0.015621849666565879,-0.026939652101343192,0.004666949512091456,-0.02051164433123298,-0.017711220916368342,0.014481851731409146,0.0028222013170235982,-0.033744537994244705,0.00864475461503833,0.014591439688715901,0.023531466996945527,0.0032371931765073914,0.008406807477587375,-99999,0.015230855794390097,-0.002019835348490484,5.187254745326886e-4,0.001019917835965778,4.999999999999716e-4,0.011000000000000015,-0.005
2007-01-01,-99999,0.04531581824039321,0.009590593883357146,0.022382137901509447,-0.017370015938918293,-0.005343762544047115,-0.011257035647273872,0.010919468916738895,-0.06070886527988584,-0.003835091083413178,-0.011826121862384964,0.0037176555981954795,0.003354890848872305,-99999,0.00871339732739207,-0.0011868929231930725,2.9464283096714006e-4,-8.139475766726356e-4,-0.008999999999999985,-0.01,0.0030000000000000426
2007-02-01,-99999,0.15928000025013955,-0.02109040474644175,-0.0216684535931706,0.059183204680624435,0.0038217322134357357,0.005692599620486183,0.017702494442398686,0.06586826347305386,0.0038498556304138454,0.009762199104278668,-0.004722324577781656,0.036916240681540424,0.05622489959839361,0.06978316152579112,0.0012891728063713082,5.189946448755922e-4,-0.0014390823424548227,0.0014999999999999857,0.037000000000000026,-0.02
2007-03-01,0.026229878325897626,-0.17999280693890385,0.04437147901181815,0.02691338660790321,-0.0430392458697757,0.00865200996139781,-9.433962264139284e-4,-0.01869446938529362,0.01988585696450862,0.011505273250239645,0.014777157734443325,-0.0034430378704720654,-0.045222839863897524,-0.04435994930291509,-0.05153586564168755,0.008475288723245988,5.303683362132272e-4,-5.500361183132796e-4,0.004500000000000028,-0.013000000000000043,0.03
2007-04-01,-99999,0.1166557814844269,-0.003273146204119448,0.003513444499701368,0.02143557882955438,0.006690993638395648,-0.002832861189798086,0.020115805861306013,0.05683308559937039,0.011374407582938506,0.012246686674644014,0.009417243752396054,0.03877270080397244,0.03315649867374004,0.00916642055366701,0.005623281571896843,4.4412895881151826e-4,0.0015665047467356974,0,-9.999999999999432e-4,0.025
2007-05-01,-99999,-0.012026726882321426,0.018979616086763906,0.02351867958037812,-0.01955920603839112,-7.982791630880559e-4,0.012310606060607743,0.009625296188704002,0.0065359477124182774,0.005623242736644718,0.006367274342505835,0.0013811265433456565,0.015073928342216325,-0.015404364569961526,0.008928139660142831,-0.0054874329432332836,2.7082742581630015e-4,0.00214912156292435,-0.0015000000000000568,0.003999999999999986,-0.028999999999999984
2007-06-01,0.039647997718033956,0.06114783317014827,0.010749496448637652,0.032675063718003994,0.04710904567327745,0.003387371058849009,0,-0.0033811556922751507,0.010849909584086825,-9.319664492077884e-4,0.001984480920336207,0.009565476487287894,0.010384088965644134,0.005215123859191539,0.01282800208296564,-0.008651130579448885,1.3951576770088181e-5,0.0016662954503745553,0.0020000000000000282,0.008999999999999985,-0.012000000000000028
2007-07-01,-99999,0.002065872585153672,0.004499496559825511,-0.03247563000440978,-0.003946884323716704,9.095737435753648e-4,9.354536950409997e-4,0.011375277729734012,0.023093185883883427,0.020522388059701413,0.01697363420293274,0.0011205863637007152,0.006379264659801986,-0.0025940337224382715,0.014238444023699781,-0.005655057604292746,-7.533666316075216e-4,2.990949251331365e-4,-0.011499999999999986,-0.02200000000000003,-0.012000000000000028
2007-08-01,-99999,0.010220808021706551,0.018575172543410012,0.04800874764775531,0.00821343899047089,-0.002653176413853209,0.025233644859806725,0.033663079796890205,-0.03457319980925122,-0.005484460694698434,-0.0055220177801582615,0.01474112739073341,0.006872385728808439,0.006501950585175553,0.004271672817834693,6.365663062661842e-4,-0.0010563155090378418,-3.525176317520362e-6,-0.003999999999999986,0.0040000000000000565,0.007000000000000029
2007-09-01,0.054418125286962216,0.025063663820903193,0.005258733803509941,-0.05780377611582632,0.005103429013899152,0.004704173683548474,-0.015496809480398221,-0.007114041004365079,0.05573392607228134,0.011029411764705843,0.023274496925428823,-0.003291679159369343,0.020289166228974143,0.011627906976743985,0.020114112867734013,0.002893180977159737,-9.330753881854337e-4,-7.689303851272644e-4,4.999999999999716e-4,0.015999999999999945,0.021000000000000015
2007-10-01,-99999,-0.00952931315206762,0.014724927344108574,0.09653766645781503,0.005727014738466485,-0.0033495997797949872,0.0185185185185206,0.03615832243841166,0.060199625701809145,0.014545454545454417,0.025056285443825432,0.0065859557717604655,-0.01320751127066877,0.011494252873563315,-0.014615565470458947,-0.001038170775380265,-6.965219254594368e-4,-0.0011387273225509364,0,-0.01,-0.028999999999999984
2007-11-01,-99999,0.06439844610565393,0.012953602186736912,0.047330684977050064,0.024103096753943065,0.005523694729905992,-0.014545454545452752,0.003154418040797191,0.07789055604589579,0.0170250896057349,0.028062020754490824,0.010621546016989614,0.03999740813975716,0.015151515151515138,0.0083055838128967,0.0012179153360665218,-5.602459705942309e-4,-9.825189391740041e-4,0.005,-0.012999999999999972,0.021999999999999957
2007-12-01,0.06510995015988996,-0.048541604183373166,0.00793666541002791,-0.0388080740405129,-0.0066179883793325844,0.001163244387735407,0.007380073800737019,1.2331368535400955e-5,-0.0034800409416582134,-0.004405286343612369,0.0011252492629345578,-0.007309786484791858,-0.0567154064992037,0.01492537313432818,0.04038785782817822,-9.325145554006653e-4,-8.595219242081287e-4,-9.720446227244883e-4,-0.0035000000000000144,-0.013999999999999986,-0.0010000000000000141
