date,x_servs_world.sa,x_servs_oecd.sa,x_servs_us.sa,x_servs_uk2.sa,is_jp.sa,x_uv_world.sa,x_vol_world.sa,x_cn.sa,x_oecd.sa,ipi_oecd.sa,rti_val_us.sa,freight_mar_cn.sa,container_index.sa,container_total_la.sa,container_sg.sa,tourists_world,tourists_es.sa,tourists_it.sa,bci_servs_eu.sa,pmi_nm_us.sa,pmi_nm_cn2.sa,rti_cn
2003-04-01,-99999,-99999,-0.020254479356011434,-0.0019512195121951237,-99999,-0.011803616429497565,0.006707425433318814,0.047153025962676676,-1.261422342044849e-4,-0.0038777709043689157,-0.0022176839762989564,-99999,-99999,0.02260031408958585,-0.015999134925668956,-99999,0.008370162759500976,-0.018622890319110907,0.0275,0.01,-99999,7.7
2003-05-01,-99999,-99999,0.03193745030479733,0.0034756163788420835,-99999,0.028522191054341173,0.0033988259795691977,0.029332018978659002,0.031487489812159764,-0.003478493389377113,4.1159500548149097e-4,-99999,-99999,0.026858658775086752,0.006298880637003013,-99999,0.007742199512559056,-0.1864765123813522,-0.0029999999999999714,0.026999999999999958,-99999,4.3
2003-06-01,-99999,-99999,0.01434013954882074,0.01558610239203384,-99999,0.008056988479483662,-0.010320403011236823,-0.027017010346722214,8.243149054654175e-4,0.004044533886800705,0.011542360012417374,-99999,-99999,-0.10250950712458007,0.033718210291366235,-99999,0.016027199629682354,0.28140403085182886,0.011999999999999957,0.015,-99999,8.3
2003-07-01,-99999,-99999,0.019918973666441575,0.01875732708089095,-99999,-0.00930630079780348,0.018054968708018926,0.05351214668303883,0.002309225555475747,0.0066850809616738616,0.01100762066045724,-99999,-99999,0.056107509978505776,0.014934267000437318,-99999,-0.006227464462047805,-0.04877432461341136,0.013500000000000014,0.03,-99999,9.8
2003-08-01,-99999,-99999,0.014440582588546746,0.008787530076367789,-99999,-0.008344969442137029,-0.006238175780832633,0.009324548264396215,-0.009843473251269219,-0.005570723241141162,0.01645052043331674,-99999,-99999,0.01290253367673011,0.00799913032736943,-99999,-3.709542769514407e-5,0.02241608138446982,0.008999999999999985,0.018000000000000044,-99999,9.9
2003-09-01,-99999,-99999,0.012317983440061964,-0.008503577724774503,-99999,0.007199686055886501,0.030835284482975345,0.05241502020022004,0.029388732985340393,0.01056624070989498,-0.005325196816396094,-99999,-99999,-0.013729705017283655,-0.0038866896855777044,-99999,-0.03307464060094578,-0.02851634501045952,0.004500000000000028,-0.015,-99999,9.5
2003-10-01,-99999,-99999,0.02087110681332849,-0.016839242757033746,-99999,0.020765380259413213,0.01963437132704593,0.03328774958641745,0.03777791269580533,0.011064510300955677,-0.005903546468724596,-99999,-99999,0.03737643784892164,0.028377193904027598,-99999,0.024135085085093877,0.0499986510820698,0.013500000000000014,0.011000000000000015,-99999,10.2
2003-11-01,-99999,-99999,0.007301574772072383,-0.01106382978723408,-99999,0.007947213868447323,-2.371815497325125e-4,0.016142566143491077,0.009773278559869869,0.0037725092996239162,0.012903366665212523,-99999,-99999,0.004074047109641432,0.012616748198411187,-99999,-0.013318796488458906,-0.029058369086321534,-0.0010000000000000141,-0.012000000000000028,-99999,9.7
2003-12-01,-99999,-99999,0.018572212209074568,0.005486230636833067,-99999,0.028068913502926174,0.017802471868520797,0.069396605728542,0.050653220342977257,0.004267442923910458,-0.00276262941966976,-99999,-99999,-0.037417518657752336,0.008902352279993586,-99999,0.013308391394796448,0.033465631975300836,0.01,-0.007000000000000029,-99999,10.9
2004-01-01,-99999,-99999,0.031427911986459556,0.01947148817802513,-99999,0.02448939794599747,-0.01018335026461259,-0.06645415492418949,0.008661451457077085,-9.706002218797805e-4,0.004812870827013871,-99999,-99999,0.08700117319838574,0.00872633557124769,-99999,-0.009972907347915783,-0.00763754449022902,-0.00950000000000003,0.04400000000000006,-99999,11.8
2004-02-01,-99999,-99999,0.023346883974191712,0.026550529961171243,-99999,0.01032024858748648,0.02174319250866774,0.10070925810857423,0.031280722314247944,0.008515258555461758,0.007378327507395754,-99999,-99999,-0.11144528248233987,-0.028861837363501675,-99999,-0.0011565887902461602,0.010740856079740624,0.008000000000000042,-0.03200000000000003,-99999,9.2
2004-03-01,-99999,-99999,0.02208535296475822,0.02576160294418317,-99999,-0.008322104510996908,0.009247681177579903,0.025936224733068114,-0.013878924373698975,-4.521517761024718e-4,0.018812526024705845,-99999,-99999,0.12600951628609725,0.05408390330179036,-99999,0.02164102921100075,0.0012984558639919097,-0.016499999999999987,0.0029999999999999714,-99999,11.1
2004-04-01,-99999,-99999,-0.003637011945088253,0.015547139724935155,-99999,-7.898642080755858e-4,0.004220798985852259,7.372653651487315e-4,0.009945683667246685,0.007768426360676761,-0.011387890410768042,-99999,-99999,-0.01457839923629689,0.022426249346255034,-99999,-0.01665929744630168,0.00756866968513048,0.0125,0.013000000000000043,-99999,13.2
2004-05-01,-99999,-99999,-0.005833303510718202,-0.0040235525024533425,-99999,0.0029545566955591074,0.011655237358124237,0.04368763225636574,0.008150144343520127,0.0038469412384207757,0.018660183951747067,-99999,-99999,6.483637348753124e-4,0.015949576758424122,-99999,-0.009110044192597866,-0.024315100015389723,-0.0010000000000000141,-0.011000000000000015,-99999,17.8
2004-06-01,-99999,-99999,0.0017278617710583255,-0.025913883141196137,-99999,0.005449624748353532,0.008100214458271582,0.037596445236143916,0.0023923988660849993,-0.0032672626038208197,-0.01421485309930981,-99999,-99999,-0.045096403488578685,0.0423264388507969,-99999,-0.012684765682863253,-0.003877640779944569,0.0075,0.0010000000000000141,-99999,13.9
2004-07-01,-99999,-99999,0.004923099036941103,-0.026906736799514497,-99999,0.010028581713849238,7.213346385563923e-4,-0.0030489394497100752,0.016631061096285427,0.006073877194268107,0.011274068235559875,-99999,-99999,0.06632810753752327,-0.02173820073932109,-99999,-0.003365378182972889,0.030414889383288957,0.006999999999999958,-0.0010000000000000141,-99999,13.2
2004-08-01,-99999,-99999,-0.0012873234400142541,0.002286902286902315,-99999,0.0019907943893588964,-0.006764713003942324,0.006047241692721084,-0.009123147005042131,-0.005525832014846133,0.001965928544586548,-99999,-99999,-0.10919909923982196,0.006609453301129831,-99999,0.014447624746928733,-0.009342024740133792,-0.010999999999999944,-0.012000000000000028,-99999,13.1
2004-09-01,-99999,-99999,0.0074474560492678865,0.04822650902302428,-99999,0.0020432709758770873,0.012077103545795165,0.03908604369654367,0.010383301006944956,0.006425427951344709,0.018325398231010537,-99999,-99999,-0.028108232983038772,0.03654513927860159,-99999,0.028245721233911114,0.028689399031790908,0.010499999999999971,0.006000000000000014,-99999,14
2004-10-01,-99999,-99999,0.024949354941891544,0.06262986049272778,-99999,0.020254826894248845,0.006961597360190641,0.023163345524031875,0.03227836277198737,0.001335435165872756,0.006353201154011057,-99999,-99999,0.04386782435210668,-0.012608410832952943,-99999,-0.0236722261198985,-0.03436329757839052,0.005,0.008999999999999985,-99999,14.2
2004-11-01,-99999,-99999,0.018932695308436553,0.03621973929236488,-99999,0.02007483419940237,0.009646905890757118,0.08350318459571993,0.031430413330295615,-0.0011303169399993207,0.003835974801847497,-99999,-99999,0.053866829656773474,-0.018919006018943474,-99999,0.00825326544504068,0.03919766475266173,-4.999999999999716e-4,-0.003999999999999986,-99999,13.9
2004-12-01,-99999,-99999,0.016198740854177274,-0.009794231287626909,-99999,0.010637279889374351,0.011902339686944874,0.005295433564522778,0.011362058169801736,4.5515653444483384e-4,0.01201081581052832,-99999,-99999,-0.055459859675484835,0.04479928902729813,-99999,0.005848423091000754,-0.01806845450665584,-0.016500000000000056,0.012000000000000028,-99999,14.5
2005-01-01,-99999,-99999,0.01738052978801785,-0.03330308529945558,-99999,6.74622097078581e-4,-0.0024887934889865626,0.0011712385026978467,0.0028124600007324307,0.015241960001056265,-0.0066446290916005735,-99999,-99999,0.0564995394307477,0.004102346071253926,-99999,-0.007676271035338855,0.005533475998871662,0.014500000000000028,-0.016000000000000014,-99999,11.5
2005-02-01,-99999,-99999,0.009512837393021778,-0.021308551581714075,-99999,0.0032301570125568,-0.008256557516763019,-4.4434563845552333e-4,-0.009680187608610225,-0.0028079584280467085,0.008515811000036289,-0.005069631110171113,-99999,0.05726800033934221,-0.006117168625524916,-99999,0.014155636339118649,-0.001465524221821557,-0.02200000000000003,0.013999999999999986,-99999,15.8
2005-03-01,-99999,-99999,0.013629397763213591,0.01726453098024172,-99999,0.017508914476564552,0.004630064994588068,0.05872838484341636,0.020859082763246883,-0.003417743431454179,-1.0321807315083475e-4,0.011456757152420893,-99999,-0.09119989523205052,0.021108494070538386,-99999,-0.03193073473440189,0.011540865317855475,0.0020000000000000282,-0.013999999999999986,-99999,13.9
2005-04-01,-99999,-99999,-0.02023353813491169,0.040825947576843324,-99999,-0.0061916529859982194,0.02908478932683556,0.007332906517336424,0.01087206667044227,0.01394085840977688,0.01577068570515161,0.041774516549200724,-99999,0.061940543193057085,-0.0025587417001495805,-99999,0.011582331515632927,-0.015618444313829305,0.006499999999999986,-0.023999999999999987,-99999,12.2
2005-05-01,-99999,-99999,-3.939851598923072e-4,0.03605399039768087,-99999,-0.008767963012025537,-0.002546183031617688,9.474093495331903e-4,-0.01543071187783085,-0.007709656840092838,-0.009929845266194448,-0.011222873142649359,-99999,-0.060609020804366365,1.793407436010419e-4,-99999,0.017658407239074192,0.04332561077949393,0.007000000000000029,-0.0030000000000000426,-99999,12.8
2005-06-01,-0.012976763050408846,-0.008011997324393838,0.003547264008408435,0.013902247092768993,-99999,-0.018303335078863725,0.012808558492169997,0.04741191960960567,-0.0178639930393949,0.004240735635410164,0.025790451341176412,0.017072902936881462,-99999,0.06296397022281197,0.022651011446887193,-99999,0.007477079175733925,-0.15288728638195026,-0.006000000000000014,0.028000000000000042,-99999,12.9
2005-07-01,-99999,-99999,0.005563919617725954,-0.0022421524663677195,-99999,0.007210708057502346,-0.010551696605607397,1.761671460496217e-4,0.0015891781298731367,0.0015617449461446942,0.014564234990316338,0.018741529238522014,-99999,-0.017172669365208337,-0.028560602660556156,-99999,0.016451287323716146,0.1706985866467099,0.006499999999999986,0.013999999999999986,-99999,12.7
2005-08-01,-99999,-99999,0.00468688972789999,-0.006222990492653402,-99999,0.021369271406716184,0.009324603167471857,0.005753263725701618,0.029479771647314967,3.3836746616144886e-4,-0.015026470513375134,0.012751067792198922,-99999,-0.02777987466373888,0.020555373474240968,-99999,0.0015314553057874658,0.007282211793275595,5.000000000000426e-4,0.01799999999999997,-99999,12.5
2005-09-01,0.018826489439453864,0.006127320402160574,0.022191266036024393,-1.7394329448594537e-4,-99999,0.0026630978584587517,0.01128664552707681,0.004305663495419942,0.015341775575681948,0.0045129939602432945,0.0016602657071149718,0.05233198096679903,-99999,0.04670178660629909,0.002668939276851523,-99999,0.015322465809066266,-0.008200052333434127,0.0014999999999999857,-0.055999999999999946,-99999,12.7
2005-10-01,-99999,-99999,0.012740468418217077,0.009220598469032781,-99999,-0.005968815034113173,0.006443059511381355,0.05306889562342021,-0.005053618076996891,0.006164883831243362,0.0031473413672231665,0.01585259245072379,-99999,0.03466804770696874,0.010652763381196584,-99999,0.010073587998992606,0.026225157959131495,0.016000000000000014,0.016999999999999956,-99999,12.8
2005-11-01,-99999,-99999,-0.004349867000469465,0.019393208067574497,-99999,-0.010153552870503346,0.008644690763969898,-0.006382561134269604,-0.0033948788170438116,0.01239141476596295,0.007840452103805573,0.013389154641530565,-99999,-0.03600641757384737,-0.02347913888684594,-99999,0.025882729570457785,-0.002829273210297467,0.004499999999999957,0.01700000000000003,-99999,12.4
2005-12-01,-0.010718315413643986,0.012202480160784734,0.02140432486799093,0.027225839181533873,-99999,0.007104030922779225,0.03157637275454017,0.021105686559292902,0.02433503991760677,-0.0016030285211637851,6.825764389934985e-4,0.05098816555710428,-99999,0.040930042814017575,0.021926435214662865,-99999,0.0016579071296900505,0.015170905307573479,-0.005,-0.0010000000000000141,-99999,12.5
2006-01-01,-99999,-99999,0.017847801335507896,0.02419952259445224,-99999,0.023377214199484353,-0.009229218768889602,0.02972206354475082,0.019911836773130576,0.007120687380198332,0.029002460698939858,-0.0658312098531022,-99999,-0.011467639577003141,0.009940043720702896,-99999,0.02313349199816872,0.0010136189285931962,0.006499999999999986,-0.027000000000000027,-99999,15.5
2006-02-01,-99999,-99999,-0.011125555521963926,0.00859921240858319,-99999,-0.0031073715568338267,0.009708450945313807,-0.01666269028788503,0.004815112690991441,-0.001543695029589065,-0.008893197989040758,0.01178249146836663,-99999,-0.09480565099305138,-0.013941446447736427,-99999,0.008608755452651495,0.013063107413087804,-0.013999999999999986,0.013000000000000043,-99999,9.4
2006-03-01,0.07526573671824899,0.035146307823127554,0.025008407471949656,-0.011792828685258994,-99999,0.0035657342148711635,0.020831687036039437,0.12692155648752057,0.014804365346579473,0.004476037906347097,0.004319289911238977,0.03560728911570088,-99999,0.22305947805670745,0.01638836595299953,-99999,0.02338822667830298,-0.007301912628731699,0.01,-0.007000000000000029,-99999,13.5
2006-04-01,-99999,-99999,0.016464342171980784,-0.01572327044025157,-99999,0.018522687599770382,-0.002026175762176008,-0.020038039162451837,0.026454102757950793,0.005962343446487495,0.006090084707258692,0.009779067301331601,-99999,-0.02117180255002893,0.0026365604746529936,-99999,0.015227864849007178,0.027472556910024037,0.0125,0.015,-99999,13.5547558649441
2006-05-01,-99999,-99999,0.019953637137239966,0.0043417711149340565,-99999,0.028922479724118988,-0.002988169640084637,-0.024434731998045578,0.03573064506342294,0.005745930124394283,-0.005988264733265747,0.00531551024467225,-99999,-0.027361533535233185,0.0029041747835720777,-99999,0.01011570459657718,-0.024830751533775564,0.008500000000000014,-0.013999999999999986,-99999,14.2
2006-06-01,0.032589562899496105,0.048877604586739176,-0.012773670128599757,0.03760195758564433,-99999,-0.01100495282454006,0.013895429040404528,0.047948721177029974,-0.0043683386690539505,0.0021230552666264835,0.004630277910026903,0.0049229987854895185,-99999,0.05927053098480517,-0.0060339820718411374,-99999,0.0036454902053475458,0.03620915505721212,-0.005499999999999972,-0.01799999999999997,-99999,13.9
2006-07-01,-99999,-99999,-0.005449511875273205,0.04803081518748531,-99999,0.006765398071754358,-0.0109523549323991,-0.010374553196814351,-0.015214941397119652,-0.003603254650924592,0.007811653053576784,0.03203883730082979,-99999,0.011878205156130806,0.02676293180151057,-99999,0.005930177439640083,-0.006053078285094382,-0.0015000000000000568,0.003999999999999986,-99999,13.7
2006-08-01,-99999,-99999,0.007032348804500765,0.027902790279027867,-99999,0.012477236526300173,0.010689056681486342,0.08410508235277647,0.023574139392070315,0.007929145638966295,-2.735322230182913e-4,0.010101641212045376,-99999,0.010478437294977994,0.059764867424620505,-99999,-0.0015997679615868954,-0.004464855988500882,0.010500000000000042,-0.01700000000000003,-99999,13.8
2006-09-01,0.029988363365490267,0.02738083999034946,0.013326350093109784,-0.00766199649737298,-99999,-0.00927149316580389,0.01683055567418479,0.008054811698445796,0.01102442333094622,0.002537914653431672,-0.006400560740768668,0.018521569256594095,-99999,0.021481201101215985,-0.006813391245617306,-99999,0.004636610108697203,0.023442405314847203,-0.010500000000000042,0.006000000000000014,-99999,13.9
2006-10-01,-99999,-99999,0.04154941710216509,-0.025957791014045162,-99999,-0.012480756962354844,0.0011877364673857915,0.018409589833192186,-0.006863915034603374,0.0030038157277474387,-5.69303407775279e-4,0.022282326805942,-99999,-0.01311248506861018,-0.0028872894714061514,-99999,0.00460545382814348,-0.011481791257740181,0.00950000000000003,0.003999999999999986,-99999,14.348977057324
2006-11-01,-99999,-99999,0.02271662117828699,-0.016382304091801303,-99999,0.013953944060555612,0.01697088610750419,0.037177710129267405,0.029442655069011003,0.0026823049061459603,0.001984409537548526,-9.196819251330313e-4,-99999,-0.017322412859641978,0.0023137513982853797,-99999,-0.011898996846932075,0.0058941526543101475,-0.0020000000000000282,-0.003999999999999986,-99999,14.1
2006-12-01,0.0410988348585144,0.04165148833066468,0.013073833463622453,0.01281756082585006,-99999,0.023531466996945527,0.0032371931765073914,-0.026939652101343192,0.03362984754206777,0.010347849054350489,0.013409174470662366,0.008406807477587375,-99999,0.017487731815533092,0.015230855794390097,-99999,0.004606437482656434,-0.003119526444814835,0.0030000000000000426,-0.007999999999999972,-99999,14.6
2007-01-01,-99999,-99999,0.0080357618008621845,0.028569263413155577,-99999,-0.011826121862384964,0.0037176555981954795,0.04531581824039321,-0.018973769438469734,-0.001684477878129531,-0.0029329357711459503,0.003354890848872305,-99999,-0.03903422720562988,0.00871339732739207,4.8,0.004727998485408724,0.010438271132361399,-0.0035000000000000144,0.018999999999999986,-99999,12.7483288266178
2007-02-01,-99999,-99999,-0.0014781966001478075,0.02048183894496436,-99999,0.009762199104278668,-0.004722324577781656,0.15928000025013955,0.0036423282165194415,0.0030170907922124623,0.003348244999800798,0.036916240681540424,0.05622489959839361,0.05863527450744099,0.06978316152579112,6.9,-0.0020593068389875846,-0.005168711439319296,-0.003999999999999986,-0.013999999999999986,0.0020000000000000282,16.8579949682601
2007-03-01,0.05139932633217503,0.040531266172193714,0.03352014380881885,-0.001516136019059977,-99999,0.014777157734443325,-0.0034430378704720654,-0.17999280693890385,0.025997074905389495,0.0046045769133093994,0.009139614545366603,-0.045222839863897524,-0.04435994930291509,-0.10184106049121788,-0.05153586564168755,8.8,0.015245785954767666,0.024223382378046443,0.01,-0.02200000000000003,-0.023999999999999987,15.3380371590733
2007-04-01,-99999,-99999,-0.00792919991815022,-0.01359363702096894,-99999,0.012246686674644014,0.009417243752396054,0.1166557814844269,0.01249071383465683,-0.0014502854552307376,-0.004998021930897156,0.03877270080397244,0.03315649867374004,0.04726679143831736,0.00916642055366701,3.8,-0.014451001001742236,-0.010521737074208004,0.005,0.012999999999999972,0.021999999999999957,15.5
2007-05-01,-99999,-99999,0.017867271695972686,-0.00791672775252894,-99999,0.006367274342505835,0.0013811265433456565,-0.012026726882321426,0.008989281672965088,0.0078112226049724676,0.01461411453337913,0.015073928342216325,-0.015404364569961526,-0.06166191617990491,0.008928139660142831,5.9,-0.009836391345724005,0.0060010379119883606,-0.005500000000000043,0.009000000000000057,0.018000000000000044,15.9
2007-06-01,0.04789624898671474,0.04522868687442827,0.01446338559740612,0.01012265405645052,-99999,0.001984480920336207,0.009565476487287894,0.06114783317014827,0.006950194540126242,1.0879843414857149e-4,-0.008025941470155895,0.010384088965644134,0.005215123859191539,0.06540891251912062,0.01282800208296564,4.4,0.0320169869541449,0.0034586701394132557,-0.0014999999999999857,0.010999999999999944,-0.02200000000000003,15.9826999900954
2007-07-01,-99999,-99999,0.010861423220973832,0.02252944188428052,-99999,0.01697363420293274,0.0011205863637007152,0.002065872585153672,0.01623669303455144,0.0012507394609175826,0.0038629948614026244,0.006379264659801986,-0.0025940337224382715,-0.038482091615637426,0.014238444023699781,6,-0.017513873380565093,-0.010948141098008124,0,-0.016999999999999956,-0.006000000000000014,16.4
2007-08-01,-99999,-99999,0.02840558231443735,0.02324915945346584,-99999,-0.0055220177801582615,0.01474112739073341,0.010220808021706551,0.00995228342513288,0.007633362781903408,0.00352970509689432,0.006872385728808439,0.006501950585175553,-0.03780350630046425,0.004271672817834693,7.7,0.016376076047422083,0.007352246614704905,0.0035000000000000144,-0.008000000000000042,0.02300000000000004,17.1
2007-09-01,0.05448807687967805,0.04641541379857106,-0.0019454785637084138,0.015240492170022435,-99999,0.023274496925428823,-0.003291679159369343,0.025063663820903193,0.018222754600409896,-0.0036066969077604982,0.009294626179415344,0.020289166228974143,0.011627906976743985,0.06710305101115077,0.020114112867734013,5.9,-0.007033579897037678,0.011033447700091958,-0.0125,-0.0029999999999999714,0.0019999999999999575,17.010498046875
2007-10-01,-99999,-99999,0.048418924772585026,0.005508883073956694,-99999,0.025056285443825432,0.0065859557717604655,-0.00952931315206762,0.02403946258744849,0.005901666996196653,5.249592934102321e-4,-0.01320751127066877,0.011494252873563315,-0.03151181532153258,-0.014615565470458947,6.3,0.0064562090012594275,-0.0026648544752896353,-0.006000000000000014,0.01,-0.005,18.1
2007-11-01,-99999,-99999,0.013037689941697739,-0.003835091083413178,-99999,0.028062020754490824,0.010621546016989614,0.06439844610565393,0.04042830119780283,-0.0018992538912021573,0.009536203186046643,0.03999740813975716,0.015151515151515138,0.05895162564073364,0.0083055838128967,6.1,0.01143909005874133,0.004155584390763689,-0.011000000000000015,-0.007999999999999972,-0.007999999999999972,18.8
2007-12-01,0.052877914452751806,0.06193668541912456,-0.005279376444464634,-0.011687061735184967,-99999,0.0011252492629345578,-0.007309786484791858,-0.048541604183373166,-0.016349800506652024,0.005256984144404786,-0.009525403522989584,-0.0567154064992037,0.01492537313432818,-0.038279191021876824,0.04038785782817822,5.7,-0.013826863501558151,-0.014016408961672222,-0.006999999999999958,-0.0020000000000000282,-0.003999999999999986,20.2
2008-01-01,-99999,-99999,-0.008496389603881438,-0.013494713411240977,-99999,0.021874762385084567,0.026612167671388853,0.075471529978834,0.04488175127009808,0.006519167223900668,0.001760944387952712,0.06515821187454862,-0.001225490196078316,-0.03131567289119219,0.00591397630830115,5.9,0.005634573795717079,0.014329867114241335,-0.003999999999999986,-0.07700000000000003,0,21.2
2008-02-01,-99999,-99999,-0.005421797463701528,-0.007474263150472393,0.008620689655172376,0.01987153867021152,-0.01032533259484858,0.00475474251018726,0.011177017575261239,-0.0013518210348355542,-0.008741895103176689,0.052065523781298584,0.014723926380368235,0.07960185293008726,-0.005388968516548132,9.5,-2.7076880976628637e-4,0.009968181579398827,-0.004500000000000028,0.05100000000000002,-0.009000000000000057,19.1
2008-03-01,0.04303990601973484,0.036446605147481215,0.0199343989651668,0.003552145495879566,0.013295346628680038,0.04045357308600006,-0.017824773232454905,0.012910720351551053,0.026652105168036844,-0.010611081826015,0.0011344672034483416,0.013053744199886363,0.0036275695284160303,-0.07989240722306112,0.016412520361537286,9.4,-0.011387698158703219,-0.012319782955775072,-0.006000000000000014,-0.005,-0.003999999999999986,21.5
2008-04-01,-99999,-99999,0.008923111765372083,0.01097267450092021,-0.016869728209934376,0.01278163944102606,0.0160830101374283,0.01584403571268367,0.02308442586410897,0.005532688372118955,0.004717614115865132,-0.017716842819062273,0,-0.08327841729377461,0.017088948203570986,-0.4,0.004257015191400759,0.008737524043585632,-0.01,0.025,-0.005,22
