"date","manuf_orders_us.sa","manuf_orders_de.sa","manuf_orders_uk.sa","manuf_orders_nl.sa","x_cn_2","constr_cn","freight_mar_cn","ipi_cn","rti_cn","pmi_manuf_cn.sa","export_orders_cn.sa","pmi_nm_cn2.sa","x_cn.sa","x_us.sa","x_de.sa","x_jp.sa","x_nl.sa","x_kr.sa","x_fr.sa","x_it.sa","x_uk.sa","x_in.sa","x_oecd.sa","x_briics.sa","ipi_us.sa","ipi_jp.sa","ipi_de.sa","ipi_kr.sa","ipi_it.sa","ipi_fr.sa","ipi_uk.sa","ipi_mx.sa","ipi_oecd.sa","rti_val_us.sa","rti_val_jp.sa","rti_val_de.sa","rti_val_uk.sa","rti_val_fr.sa","rti_val_it.sa","rti_val_ca.sa","rti_vol_us.sa","rti_vol_jp.sa","rti_vol_de.sa","rti_vol_uk.sa","rti_vol_fr.sa","rti_vol_it.sa","rti_vol_br.sa","rti_vol_ca.sa","rti_vol_oecd.sa","constr_us.sa","constr_oecd.sa","x_servs_oecd.sa","fdi_world","fdi_oecd","cci_us.sa","cci_cn.sa","cci_de.sa","cci_jp.sa","cci_uk.sa","cci_oecd.sa","bci_us.sa","bci_cn.sa","bci_de.sa","bci_jp.sa","bci_uk.sa","bci_nl.sa","bci_oecd.sa","x_servs_de","x_servs_fr","x_servs_ie","x_servs_nl","x_servs_uk","mar_freight_de","mar_freight_nl","ipi_eu27.sa","is_fr.sa","tourists_de","tourists_es","tourists_fr","tourists_it","tourists_uk","x_servs_us.sa","manuf_orders_us_2.sa","x_servs_cn","x_servs_sg","x_hk","x_servs_jp","ind_orders_ez.sa","p_manuf","tourists_mx","bci_servs_eu.sa","container_index.sa","is_jp.sa","is_uk.sa","is_br.sa","tourists_tk","container_sg","air_freight_total_lhr","air_freight_intl_lhr","air_freight_hkg","p_comm","x_vol_world2","tourists_us","tourists_neasia","tourists_seasia","tourists_world","container_hk","transit_pa_canal","transit_suez_canal","air_freight_mem","container_exports_la","container_total_la","x_servs_world","x_world","x_servs_uk2.sa","fdi_cn","fdi_in","baltic","harpex","pmi_manuf_us.sa","pmi_nm_us.sa","pmi_nm_cn.sa","tourists_th"
2007-03-01,-6,16.8,10.1,8.4,83424155,6110.04,90476,17.6,15.3380371590733,56.1,61.5,58.2,87.5203928714786,92.877,102.906904349573,58.105492717064,43.5177950261679,29.5127068912618,45.4295338524041,40.1319411413204,35.2939388166919,11.2258630296986,712.291979798566,152.380311917255,106.791903444605,115.175362980017,96.8582887700535,73.226,129.889175902008,114.739043841301,104.160401002506,90.6234852384264,101.234256047644,83.9626526688483,95.115852642107,88.6,79.7249677696605,84.0929922506458,97.8918423464711,77.8637785708135,96.9397921340381,98.3617917705347,96.5080423368614,89.7831199372877,84.1929839180068,111,64.2913145744403,81.8336037620357,94.8622673290647,108.777131589198,112.632497712724,626317.1,NA,NA,100.305521224356,100.481088670803,100.498794486718,101.331395890245,100.318867668998,100.70819775555,99.6361347644836,103.223804406292,101.96891304405,101.305005006387,101.197849150072,101.387250656115,100.728911901424,12236,NA,14099,18440,59990.8,75510,120948,104.2,85.9,1682458,2929775,NA,2662683,1315000,39096,435396,28046.2223818851,16672.3591438224,206836,13698.82819573,105.26,105.5,1937.754,19.7,75.4,NA,85.4,NA,2552373,2290.9,112256.668,112200.616,303904,114.37,119.081,11.1,12.4,10.4,8.8,1827,1244,66773,744893265,306467.05,629939.15,784375.8465,3153000,1.383e+10,6.184e+09,NA,5388,1140.85,52.8,52,58.2,1233108
2007-04-01,9,16.8,4.9,8.4,97449955,9162.95,123074,17.4,15.5,58.6,62.3,60.4,97.730152697725,92.573,108.096155826648,57.3358675906614,43.6840737113686,29.6163981489602,45.3895666989,40.1964864590615,36.5342683700307,11.7823970638351,721.189015084951,164.741993364055,107.506447391185,114.84908716421,96.0561497326203,74.699,127.589367552704,113.289055924534,104.561403508772,90.2018580572074,101.087437478527,83.5430054894331,95.7159526587765,91.3,80.0343790287924,84.392967252729,98.4917923506374,78.9567646693009,96.166721054904,98.6762398544088,99.208267355613,90.3057224980402,84.2929755853679,109.8,64.9185469117519,82.9249050260874,94.4776314152005,108.005797382733,111.968027078361,NA,NA,NA,100.134112356733,100.638492773163,100.789563154328,101.135957844592,100.475537817301,100.690091570016,99.8165739589124,103.804260923391,101.993220625088,101.269941995002,101.207750207523,101.351997867116,100.773648528189,12353,NA,NA,NA,NA,NA,NA,102.8,86.1,1893364,3491978,NA,3661925,1939000,38786,435480,NA,NA,212605,10483.84534019,103.73,106.7,1962.371,20.7,77.9,NA,85.6,NA,NA,2221.4,104440.827,104386.968,343560,120.87,NA,9.7,7.8,11.1,3.8,2015,1142,66815,649761313,304145.75,679657.25,NA,NA,1.3642e+10,4.466e+09,NA,6248,1172.33,52.7,53.3,60.4,1101392
2007-05-01,5,16.2,3.9,8.1,94065041,12169.88,156600,18.1,15.9,55.7,57.7,62.2,96.5547788430619,94.33,106.93179285388,57.5160247597797,43.8591057327569,30.3129367273505,46.9410122311995,40.4305168409514,35.6389293223763,12.2959502034244,727.671986280998,165.059178203034,107.420627234335,116.262949032709,97.5601604278074,75.418,129.689192567286,115.899034174715,105.263157894737,91.023160145311,101.877053955238,84.7639125401184,95.9159859976663,86.9,79.7249677696605,82.8930922423132,98.0918256811932,79.8821289501631,97.1705074050024,98.577580675916,94.307858988249,89.8876404494382,82.9930839096742,110.3,65.5457792490635,83.5964750347347,94.6664346692052,108.851022387184,111.964604186659,NA,NA,NA,100.074704334534,100.854777128042,101.010732681077,100.901246935661,100.658920013501,100.711928461525,99.9243093071246,103.234642002352,102.033889727985,101.226846814558,101.253209753687,101.321675558856,100.80094079601,12885,NA,NA,NA,NA,NA,NA,104.3,86.7,2131334,4296931,3683665,4680561,1987000,39479,435083,NA,NA,216591,12782.96901613,106.75,107.3,1778.53,19.6,76.7,NA,85.1,NA,NA,2349.1,111612.519,111558.735,300579,121.66,NA,10.3,11.4,15.5,5.9,2067,1157,70955,726177221,312670.25,681544.55,NA,NA,1.3534e+10,4.901e+09,NA,5971,1218.72,53.1,54.2,62.2,990810
2007-06-01,7,16.5,7.8,8.5,103268286,17251.82,189500,19.4,15.9826999900954,54.5,55,60,102.458894351538,95.344,106.203997877028,56.6718415629477,44.8302970150308,31.3034138663965,45.7196522804988,42.1544463400578,37.3037169778136,12.2652363223286,732.729448147051,169.144612946702,107.784500758152,116.262949032709,97.5601604278074,75.163,129.189234230481,114.889042591312,104.561403508772,91.070213987068,101.888138019184,84.08360233929,95.7159526587765,88.1,80.1375161151698,84.5929505874511,98.1918173485543,79.0715741334277,96.1678256253872,98.5746165383898,95.4079506625552,89.9921609615887,84.49295892009,110.2,65.6503179719488,83.2117213839472,94.5959075111141,108.729610395033,111.492527877421,654644.6,NA,NA,100.034639197794,101.022830984319,101.079744760533,100.638441494176,100.7164991414,100.696752303493,99.9338571313525,102.341545634067,102.046815593337,101.17310323372,101.223892999993,101.285522520369,100.802347128074,13277,NA,14934,20907,59770.2,77299,124780,104.1,86.8,2321720,4717484,4495272,4999055,1826000,40050,439022,29794.7797973251,17781.0477523177,224672,12054.09957137,112.23,107.2,1942.63,19.3,77.1,NA,86,NA,5777395,2320.6,111857.02,111798.728,257098,122.98,123.2881,14.1,10.2,15.5,4.4,2030,1033,67448,733871480,322983.65,716170.75,869187.6498,3397000,1.3671e+10,6.63e+09,NA,6278,1278.79,54,55.3,60,1031461
2007-07-01,4,15.3,-6.1,6.2,107744104,20880.44,222237,18,16.4,53.3,53.5,59.4,102.670561372484,95.773,109.289573715417,57.6972460655406,45.9386431626405,30.2868157797965,46.5588350108309,42.4742934758013,36.9017867961784,12.6754903779249,744.626551273991,172.043885960729,107.882538710006,116.371707637978,98.3622994652406,76.018,128.689275893675,115.029041424655,104.06015037594,90.6414363775414,102.015573534004,84.4084168630549,93.8156359393232,88.3,80.0343790287924,85.6928589284226,98.2918090159153,79.0600931870151,96.3677294626315,96.7171504529106,95.5079589965831,90.5147635223412,85.3928839263395,110,66.0684728634898,83.2700173916423,94.4785212972604,107.530026368212,111.330933471813,NA,NA,NA,100.011868487872,101.053046400389,101.011641404339,100.467968357465,100.719720761338,100.663673804483,99.8127437152979,101.762798298194,101.978826982487,101.106256161662,100.99532840554,101.257432777569,100.72640600336,13876,NA,NA,NA,NA,NA,NA,104.5,86.4,3001759,5460758,6680974,5970120,2560000,40485,440705,NA,NA,238526,11542.72498216,105.42,109.4,2014.759,19.3,76.9,NA,86.3,NA,NA,2444.1,111874.41,111819.635,352843,125.82,NA,14.2,10.8,11.4,6,2094,1081,74392,684711693,328746.15,716319.4,NA,NA,1.3979e+10,5.04e+09,305245700,6967,1304.06,51.8,53.6,59.4,1165702
2007-08-01,1,15.6,1.1,5.4,111354781,24290.07,255323,17.5,17.1,54,55.2,61.7,103.719937469753,97.552,110.842280568217,60.6085411970713,45.9354179734078,31.7408478756228,46.921527753568,41.9430353938423,37.3673872371121,12.6954277947991,752.037285758149,173.142434742094,107.596307302834,119.308189980244,98.4625668449198,78.577,134.188817598533,115.719035674703,105.563909774436,90.8498885980165,102.794295416193,84.7063536822772,95.8159693282214,88.4,80.1375161151698,84.8929255895342,98.5917840179985,79.7351728360808,96.6780751429563,98.272789054586,95.5079589965831,90.7238045466423,84.7929339221731,110.3,66.5911664779162,84.4429330664672,94.9822473766348,108.142677057691,111.892026709221,NA,NA,NA,99.7861438685658,101.052690170583,100.815971540534,100.346177333853,100.741443013454,100.530151303033,99.6379566444662,101.827577066822,101.862826505624,101.038982080196,100.912389937701,101.211989525251,100.620007138529,13344,NA,NA,NA,NA,NA,NA,105.2,87,2727756,5769456,6567891,5236789,2562000,41635,435946,NA,NA,243152,12651.96188612,105.57,108.8,1770.531,20,77.4,NA,87,NA,NA,2456.7,109515.782,109458.601,347338,121.47,NA,20,10.8,8.8,7.7,2021,1085,72710,756646800,335683.1,714710.2,NA,NA,1.4304e+10,5.02e+09,1305042400,7702,1377.17,52.2,52.8,61.7,1225820
2007-09-01,2,12.9,7.3,5.5,112373049,28346.35,288862,18.9,17.010498046875,56.1,55.1,61.9,106.31953911402,98.065,114.796619664167,61.7108251522144,47.212659918424,29.9061070112938,48.7597151795198,42.6971115167361,37.5994349843778,12.5900349279306,765.741476666878,175.795893891666,108.102459020095,117.459293690669,99.6657754010695,78.018,130.08915923673,112.569061924484,104.360902255639,89.9340791703667,102.42354754878,85.4936675747753,96.216036006001,88.9,80.550064460679,84.7929339221732,98.5917840179985,78.8534361515868,97.1649201742078,98.6831138523088,95.7079756646387,90.8283250587928,84.3929672527289,109.8,67.5320149838836,83.3003313156437,95.2117017389849,108.568411050121,112.200655106426,685030.2,NA,NA,99.5348745125893,100.974987686612,100.616016353085,100.182201241667,100.720739822689,100.355900046409,99.4860597538571,102.122182675742,101.723679942454,100.988389818411,101.008604984554,101.175129311447,100.526121086309,12786,NA,15259,20551,65353.5,75210,129151,104.5,86.9,2429791,4848983,4309880,5257973,2191000,41554,438789,32576.5020714106,18781.2121757964,238691,11963.13018566,105.23,110,1341.022,17.5,78.3,NA,87.3,NA,9941407,2356.1,114623.84,114593.272,363300,128.24,123.4017,18.8,12.9,14,5.9,2109,1021,73041,701223948,334648.75,742563.5,954410.5691,3505000,1.4522e+10,5.269e+09,586453800,9474,1377.17,53.8,52.5,61.9,1059246
2007-10-01,-8,11.1,7.7,5.5,107723989,31350.79,321558,17.9,18.1,53.2,53.6,61.4,105.306386931619,99.509,116.729785517843,63.1462185441394,49.0677974557288,32.7931727950018,48.7105014517752,44.2756768579001,37.5181306011363,14.5231001830463,784.149490246869,182.818078302008,107.740359047166,119.634465796052,99.6657754010695,80.839,128.089325889509,115.169040257998,104.260651629073,89.424678197254,103.028017218982,85.5385482700964,96.5160860143357,89.1,80.550064460679,86.0928255978668,99.0917423548038,78.773069526698,96.9171093041419,98.6872045136357,95.6079673306109,90.5147635223412,85.2928922589784,109.5,67.5320149838836,83.486878540268,95.1452398308416,107.389605898395,111.99137626426,NA,NA,NA,99.2448111844326,100.860004709239,100.469564601195,99.9061338351383,100.639141409264,100.141573653377,99.3769817304324,102.01616241017,101.59695714494,100.965748336729,101.058815122257,101.207010848191,100.456102438891,13436,NA,NA,NA,NA,NA,NA,105.4,87.4,2192362,3934519,NA,3724145,1567000,43566,445613,NA,NA,253018,12535.84043711,109.29,111.6,1481.586,16.3,79.2,NA,87.3,NA,NA,2402.8,114661.757,114614.511,346151,135.96,NA,22,9.4,11.3,6.3,2060,1102,75239,734262577,341598.3,735546.25,NA,NA,1.4602e+10,6.781e+09,948182700,10656,1402.24,52.8,53.5,61.4,1171039
2007-11-01,-17,10.1,11.4,6.5,117620807,34031.03,354993,17.3,18.8,55.4,53.8,60.6,112.087954615016,100.798,120.805904609714,65.0139690605468,52.4496944422854,34.34529612596,48.9473288790444,45.9018191543101,40.399438707084,13.7504410884862,815.851322022673,191.471070761699,108.335483900633,117.894328111746,99.5655080213904,81.094,126.789434213815,113.709052424563,105.062656641604,88.556879551575,102.832340856376,86.3542612466395,96.9161526921154,88.8,81.1688869789428,86.5927839346721,100.191650695775,80.2724811281944,97.0784026195716,99.2993367747084,94.5078756563047,91.0373660830938,85.0929089242563,109.6,68.9955571042774,84.8276867172546,95.3654938789932,105.064515000362,110.458089661416,NA,NA,NA,98.9633155963365,100.760907844407,100.296217228929,99.5257797011719,100.458852995033,99.8953394457935,99.2789139784025,102.140409458896,101.51678592963,100.94953269127,101.038052243309,101.238637012353,100.399822312278,12564,NA,NA,NA,NA,NA,NA,104.7,87,1629147,2462032,NA,1770780,1442000,44134,460314,NA,NA,244005,12133.5767613,109.59,113.5,1660.689,14.1,80.4,NA,87.6,NA,NA,2323.3,116455.737,116421.645,345948,146.55,NA,21.2,12.6,8.9,6.1,2078,1043,72647,706280597,353099.4,736340.15,NA,NA,1.4546e+10,7.674e+09,1063272800,10210,1345.9,51.5,52.7,60.6,1365853
2007-12-01,-14,10.3,7.1,5.8,114415986,40609.18,384843,17.4,20.2,55.3,54.3,60.2,106.64702548837,101.598,121.403830111793,64.3198036574142,51.156624476535,33.0124213309604,49.9057020933684,43.9718656414066,38.2732182121652,14.7644960814192,802.512315664514,188.664590106821,108.461504544273,118.764396953899,100.568181818182,81.095,128.489292558953,113.819051507904,104.962406015038,87.7605275454164,103.37292884179,85.5317020623356,96.9161526921154,88.8,80.9626128061882,86.39280059995,100.391634030497,81.8017431903637,95.8758420757577,99.0962706463347,94.7078923243604,90.3057224980402,84.9929172568952,108.9,69.622789441589,86.208136179474,94.6821994025865,103.331389095525,110.064437478728,727458.7,NA,NA,98.7976949734316,100.662963745756,100.143123744908,99.1882692750403,100.286837701319,99.6954379240309,99.1963887818906,102.045162040381,101.458862346293,100.908065515532,101.000680451109,101.22769663356,100.313526463814,16412,NA,15226,22720,61012.7,78886,131678,105.9,87.4,1644996,2118337,NA,1447809,1413000,43901,465452,35029.0683939865,20384.7476275615,232256,11082.4298106,106.21,113,2346.092,12.7,81.6,NA,87.8,NA,4745903,2482.2,112298.303,112263.315,367188,146.04,129.1263,17.1,12,9.2,5.7,2132,1124,77396,698159086,315261.85,661402.3,975455.9347,3862000,1.4376e+10,1.3094e+10,1750639000,9143,1345.9,50.1,52.5,60.2,1521816
2008-01-01,-12,8.1,14.1,4.3,109640030,NA,35000,NA,21.2,53,49,60.2,114.695839669669,104.441,124.71077792507,67.16434718654,53.5802725342213,33.7643322977965,53.9142600142859,47.8233288690375,38.6548798295106,14.8173720947982,838.530473807359,202.630815512829,108.033192004865,119.614475998854,101.97192513369,82.798,131.189067577702,115.299039174674,105.664160401003,89.9546739462274,104.046834251334,85.6823186330743,96.5160860143357,90.1,81.5814353244521,87.7926839430048,100.291642363136,82.5089694893849,95.714678120106,98.8894323917374,95.7079756646387,90.9328455709433,85.3928839263395,108.5,70.2500217789006,86.7258047278062,95.035458479076,103.060145573536,110.987797232875,NA,NA,NA,98.6384984168405,100.377743851199,99.9834350500674,98.9170558018453,100.093191850418,99.4893154568911,99.1843476139215,101.932875839151,101.409815273878,100.815732665857,100.969955570235,101.202027659887,100.23275751867,13236,11893,NA,NA,NA,NA,NA,107.2,88.5,1352677,2073999,NA,1595913,1248000,43528,465429,NA,NA,240096,11648.17166454,109.62,115,1816.081,11.9,81.5,104.4,87.7,NA,NA,2455.6,105474.712,105431.226,333312,154.61,NA,22.5,11,7.7,5.9,2110,1171,73778,699183558,305094.25,652236.2,NA,NA,1.4182e+10,1.12e+10,1863604500,6052,1367.44,50.9,44.8,60.2,1437686
2008-02-01,-10,9,0.6,4.6,87367796,3270.31,67828,15.4,19.1,53.4,51.3,59.3,115.241188854288,107.512,124.020019765548,66.3259409752398,53.940506769313,34.0465838797069,54.5604329881935,47.2624853018914,40.1129114240202,15.5171605262903,847.902743650496,201.656815078556,107.346236627652,119.818770577845,101.470588235294,82.514,130.389134238813,116.48902925809,105.46365914787,90.3338543080481,103.906181552185,84.933292791387,95.5159193198867,91,82.8190803609798,87.8926756103658,100.691609032581,81.5767166406751,94.6491052933944,98.0656255850992,96.6080506708892,92.8142147896524,85.2928922589784,108.7,69.1000958271626,85.9866113502327,94.752864043446,101.782104986937,111.460000312118,NA,NA,NA,98.2553626234583,100.05085273809,99.8523562605688,98.6545537252518,99.8006757748924,99.1955301811414,99.0946685607675,102.66905690226,101.40351676516,100.694450397163,100.753360468605,101.145408653548,100.124114693178,12678,12168,NA,NA,NA,NA,NA,107.2,88.1,1619240,2357616,NA,2004381,1196000,43292,460036,NA,NA,184390,12386.6142875,110.4,116.4,1764.556,11,82.7,105.3,88.3,NA,NA,2308.4,110918.996,110873.06,241903,161.78,NA,27.2,9.3,11.3,9.5,1644,1069,72878,670604530,290747.15,613725.7,NA,NA,1.4076e+10,6928440000,1595174200,7613,1345.48,48.8,49.9,59.3,1481458
2008-03-01,-5,10.6,4.5,5,108962891,7922.14,104940,17.8,21.5,58.4,59.1,58.9,116.729035616566,105.976,129.519658544272,70.5291043294053,55.5515197134277,35.5490217502579,54.8061357731244,49.1706543598501,40.4811754135679,15.3784206308178,870.501136746536,204.185423354447,107.011232571065,118.695150393398,100.969251336898,82.856,130.98908424298,114.369046924609,103.258145363409,90.0427708689831,102.803624557506,85.0296468265397,96.3160526754459,89.5,81.9939836699613,87.2927256061995,99.7916840263311,81.5836052085227,94.4186490474774,98.3820762772686,94.8079006583882,91.2464071073948,84.1929839180068,107.2,70.772715393327,86.1824859360881,94.2397347192295,102.022413143312,109.754537430077,753972.1,NA,NA,97.7934538076441,99.8681050466133,99.76826614705,98.3457063187022,99.3793782871755,98.8519099942225,99.0712042874059,103.953013833352,101.386416590273,100.570292192139,100.558698813919,101.048257541196,100.045842544613,12466,11922,14882,21415,54117.7,77004,133746,106,88.2,1678916,3032157,NA,2951553,1379000,44155,457387,34488.6331155265,22807.1100808931,222532,12876.70720598,106.43,120,2089.004,9.8,83,106.7,88,NA,2999857,2567.1,119265.186,119207.795,329507,173.77,125.2326,19.7,9.9,5.8,9.4,2003,1213,72600,686771459,282634.7,583923,960554.1038,3934000,1.4126e+10,9285560000,1612229300,8081,1345.48,49.7,49.4,58.9,1407649
2008-04-01,3,5.2,-11.3,3.2,118771084,10175.67,142250,15.7,22,59.2,58.9,58.4,118.578494625582,110.383,131.25291269997,66.2473205544507,57.1721033780983,36.7733088416598,56.2506634587144,50.3455436199147,40.9258563269746,18.8734676574111,890.596155702384,210.716413361457,105.812016579088,118.082266656427,101.370320855615,83.493,131.289059245063,116.119032341397,103.959899749373,90.2476117620146,103.372404975707,85.4307838886756,95.7159526587765,89.7,81.5814353244521,87.5927006082826,100.691609032581,82.4653418930167,94.6450351260726,97.8690722482377,95.0079173264439,90.3057224980402,84.49295892009,108.1,71.5044864535238,86.6861634425736,94.4150971985661,101.671315379364,108.476429866194,NA,NA,NA,97.2727880550296,99.7766485615272,99.6422673296465,97.9324222734668,98.7763010236604,98.443774924147,99.1354644324244,103.919334817756,101.299487080855,100.45906500947,100.201433493268,100.951735731944,99.960140745884,13621,12455,NA,NA,NA,NA,NA,106.5,88.1,1969926,3404362,NA,3216183,1789000,44549,465144,NA,NA,243401,10904.24256471,110.59,120.9,1887.887,7.8,83,104.9,88.7,NA,NA,2534.1,120949.902,120912.351,320935,182.37,NA,20,2.9,5.2,-0.4,2099,1174,73096,693912152,273625.7,605466.35,NA,NA,1.4281e+10,7.603e+09,1046581200,9356,1364.95,48.5,51.9,58.4,1222253
2008-05-01,-8,7.4,-13.1,3.4,120496491,13835.17,180195,16,21.6,53.3,53.4,57.4,124.058777849206,110.828,126.123217317487,67.3884215295079,57.684323712507,39.1106415032611,53.691765704584,47.9718590831918,41.963711018061,18.7315875977387,884.449061984467,223.402070203349,105.231080132724,118.593003103903,99.0641711229946,82.546,127.089409215899,111.249072924392,103.458646616541,89.0992710907792,101.815757755212,85.7302420874003,96.0160026671112,89.9,84.7786850021487,88.29264227981,101.291559036747,82.6788874962926,94.4180736256522,97.3793130498085,94.8079006583882,93.336817350405,85.2928922589784,107.6,72.1317187908354,86.4739659745635,94.4341264947686,101.658829418544,108.065675498472,NA,NA,NA,96.8989611815637,99.7835204978716,99.3793170526238,97.5015838120669,98.1551900667021,98.0635057191646,99.2730794636636,102.074656793933,101.170969640349,100.354761468372,99.9250874106763,100.907235458307,99.8856183780662,13610,13826,NA,NA,NA,NA,NA,104.2,88.1,2284383,4544476,3924047,4769722,2018000,45828,467204,NA,NA,238942,13611.05935786,104.29,120.3,1934.02,9.2,82.4,104.7,89,NA,NA,2633,123861.983,123832.039,340398,197.82,NA,22.5,3.9,8.7,8.1,2038,1162,76682,686272556,310060.85,686847.8,NA,NA,1.4445e+10,7.761e+09,869042700,11440,1331.81,48.9,51.5,57.4,1172310
2008-06-01,-5,3.2,-3,1.7,121179554,18560.98,217813,16,23,52,50.2,57.4,120.421290261502,115.784,130.862773127916,66.1562305035839,57.1069031923561,36.4115917578116,54.4660765869195,48.8554477446115,43.2805999567514,19.3546734973067,894.125425528388,221.074745809865,104.528261328125,115.324289840057,100.066844919786,81.776,128.689275893675,110.639078007683,102.055137844612,89.7612040683654,101.161540201037,86.0953731679791,96.0160026671112,89.6,82.6128061882252,88.3926339471711,101.391550704108,83.5812898843295,93.8369610561562,96.9858612799103,94.2078506542212,89.9921609615887,84.8929255895342,107.1,72.340796236606,86.4576430924089,93.6217549105017,100.133399085851,107.517899797077,784787.4,NA,NA,96.7814031001981,99.806578444187,99.0894293073494,97.1353932075688,97.5757869826667,97.794439067377,99.3695405331988,100.006660645478,100.94394538912,100.243854159499,99.8098075266475,100.897693149112,99.8003310891691,13745,14273,15595,22666,54587.2,81435,137172,104.2,87.7,2370992,4585430,4389244,4591902,1769000,45824,470889,37002.3498648263,22788.8739782847,223223,11762.53478293,103.72,121.6,2065.124,7.3,82.7,103.9,88.7,NA,6824440,2527,120963.537,120922.226,318328,210.14,129.9427,23.4,-0.2,4.4,1.8,2122,1048,76312,638655349,285488.55,632280.1,1045079.415,4366000,1.4557e+10,9.61e+09,1148778500,9589,1221.62,49.9,48.1,57.4,1155004
2008-07-01,-14,-1.1,-7.9,1.3,136675046,21973.8,254303,14.7,23.3,48.4,46.7,55.7,126.996568646211,118.309,129.490031515484,68.1760002441602,59.2576185256234,40.3088397064021,56.6328514661551,49.9452658262538,43.6155578206372,18.950792364222,917.239607742052,227.920668579535,103.30766419489,115.119995261067,98.4625668449198,81.324,124.38963419715,111.489070924409,102.355889724311,88.7388481814942,100.291695393571,85.6321131094947,95.9159859976663,89.8,82.5096691018479,88.0926589450879,101.59153403883,83.5904746414596,92.6702457942484,96.6895020137765,94.2078506542212,89.7831199372877,84.3929672527289,106.7,72.758951128147,86.1521720120867,93.0678568192208,99.4142450141558,106.892301015355,NA,NA,NA,96.9815884797729,99.7923453738047,98.8394052759071,96.8596933656058,97.2025173568062,97.7379348003951,99.2825830537041,98.2482924239476,100.637272463002,100.112666314266,99.5541751665675,100.83203014989,99.6112775372057,14805,15087,NA,NA,NA,NA,NA,103,88,3038437,5506530,6498308,5930218,2569000,45222,466399,NA,NA,265104,12725.07269984,105.85,123.9,2173.583,4.4,82.1,103.7,88.8,NA,NA,2729.1,123995.636,123953.23,324998,212.02,NA,17.9,-0.3,8.3,0.6,2258,1106,79359,672559758,321213.45,698159.3,NA,NA,1.4652e+10,8.336e+09,1576616400,8341,1198.84,50.8,50.1,55.7,1275556.5
2008-08-01,-13,-3.1,-16.6,0.7,134872675,24942.11,291174,12.8,23.2,48.4,48.4,52.9,129.429581939104,116.219,124.288639760837,67.2505710029789,56.9739910313901,38.7309817600826,52.6751868460389,45.9780269058296,40.7454948041404,18.4532227573751,874.244964513201,230.066586608667,102.0375061674,111.034103681259,100.568181818182,81.631,121.389884176319,109.789085090958,102.355889724311,88.7515728068924,99.1106042134953,85.1062229281611,95.9159859976663,90.9,82.9222174473571,88.5926172818932,100.291642363136,82.9796882923049,92.2384271789472,96.3979758770516,95.1079256604717,89.9921609615887,85.2928922589784,106.3,73.2816447425734,85.900333258844,92.9224854911815,98.532773451803,106.114465668601,NA,NA,NA,97.2352037086784,99.6305932247145,98.7211924818951,96.6884798426236,97.2075211050782,97.8207244445563,98.8717247934794,97.2483707106515,100.237605064798,99.961346241956,99.1354845130245,100.642299250245,99.22514343518,13202,13925,NA,NA,NA,NA,NA,102.9,88.6,2737804,5739889,6163542,5350442,2621000,44833,454820,NA,NA,247873,13129.78667551,102.96,119.9,1798.135,0.3,82.4,102.6,89.5,NA,NA,2641.5,120285.1,120253.487,342097,186.41,NA,19.4,-7.1,-0.2,-0.7,2168,1079,84065,686869185,348832.55,757068.85,NA,NA,1.4802e+10,7.008e+09,1437888000,6809,1120.13,50.1,50.6,52.9,1214678
2008-09-01,-30,-8.6,-24.9,-4.3,136432088,27536.73,327001,11.4,23.2,51.2,48.8,55,125.333845740748,107.172,117.952852950766,67.8548534213064,54.2033518095859,36.9622398708499,50.5941180306488,44.1235213563743,38.3886555482895,15.3463434880745,833.489923699625,219.661050540458,98.5149385123866,112.362018444697,98.1617647058824,80.614,119.59003416382,109.239089674253,100.350877192982,88.6628430154978,97.7283250992549,83.3510581088788,96.3160526754459,92,82.9222174473571,89.0925756186984,100.491625697859,83.5606241807866,90.2589935890574,96.8000529401466,96.6080506708892,89.9921609615887,85.5928672610616,106.7,74.2224932485408,86.2920824305549,92.2941667911851,98.4588826538172,105.277672246027,763234.3,NA,NA,97.3101607402747,99.3111096243864,98.6758922940286,96.6047286504453,97.3190772558402,97.8288957759611,98.0432236344247,96.0910320443545,99.692674429362,99.7799625801178,98.6112094589788,100.236713688283,98.5481173548263,14018,13802,15464,22190,57725.4,78946,133586,101.5,88.3,2454479,4682318,3912256,4847426,1971000,44358,431930,36507.7795206256,23111.7225645407,247209,12376.79220708,98.47,117.4,1471.809,-0.1,81.6,103.1,90.1,NA,11282873,2555.7,117520.893,117464.27,275623,168.42,129.0716,12.9,-5.2,-4.5,-2.8,2258,1004,79603,654594113,319538.65,692889.9,1080030.139,4319000,1.5044e+10,6.642e+09,1869029200,3217,1032.31,47.2,49.4,55,890066
