y,in,out,date
NA,NA,0.0374830922424482,2002-03-01
NA,NA,0.04379383693542836,2002-06-01
NA,NA,0.040240075239588065,2002-09-01
NA,NA,0.016189723918796806,2002-12-01
NA,NA,0.049986279832549406,2003-03-01
NA,NA,0.020624809549645334,2003-06-01
NA,NA,0.01742866982314347,2003-09-01
NA,NA,0.05280571176269748,2003-12-01
NA,NA,0.05641164625167747,2004-03-01
NA,NA,0.021388992796242533,2004-06-01
NA,NA,0.02327053362440741,2004-09-01
NA,NA,0.048061008946775854,2004-12-01
NA,NA,0.02968662111640502,2005-03-01
0.006799904936641621,0.010666559951808173,NA,2005-06-01
0.018302332044505043,0.016421099055409637,NA,2005-09-01
0.034078840168536795,0.022748907889986937,NA,2005-12-01
0.05710859587193173,0.04473392654172551,NA,2006-03-01
0.04093320840215231,0.03896325345398625,NA,2006-06-01
0.040900085388258844,0.03404826594666926,NA,2006-09-01
0.015621849666565879,0.01703568937490684,NA,2006-12-01
0.026229878325897626,0.028427469181743933,NA,2007-03-01
0.039647997718033956,0.03528191365799713,NA,2007-06-01
0.054418125286962216,0.042012469955984275,NA,2007-09-01
0.06510995015988996,0.06079924366530902,NA,2007-12-01
0.06885718479100622,0.06132918956252391,NA,2008-03-01
0.07331585949677022,0.06386515283777773,NA,2008-06-01
-0.003453881247019397,-0.012525862121335505,NA,2008-09-01
-0.045795318887988566,-0.08601759483021512,NA,2008-12-01
-0.14859722514271057,-0.12180315821081858,NA,2009-03-01
0.023446356662497392,0.015352918378616187,NA,2009-06-01
0.11086574335517274,0.0794720409892646,NA,2009-09-01
0.07847589507843433,0.06486149703650136,NA,2009-12-01
0.036369229612709386,0.02974943860642479,NA,2010-03-01
0.0203976034170521,0.016448051514044423,NA,2010-06-01
0.03871669938350042,0.032244911741051915,NA,2010-09-01
0.07306781500542936,0.06029252606431067,NA,2010-12-01
0.07365005092612686,0.06463923512139567,NA,2011-03-01
0.0474503487904443,0.047204764908009934,NA,2011-06-01
0.013708449784962662,0.013484081540058689,NA,2011-09-01
-0.021185368279540095,-0.01743688882267952,NA,2011-12-01
0.010530765409898724,0.011128007684691419,NA,2012-03-01
-0.00939752202302968,-0.005284956600569166,NA,2012-06-01
-0.005950662240135629,-0.0041546440492558675,NA,2012-09-01
0.007196616372636688,0.012832969587454578,NA,2012-12-01
0.016879777636424453,0.017937850185528934,NA,2013-03-01
7.114144896316343e-4,-0.00456788657674387,NA,2013-06-01
-0.0017124970917948845,6.663726864345586e-4,NA,2013-09-01
0.022054579376351358,0.020750785600169186,NA,2013-12-01
-0.006273409301103983,0.0020035249567752194,NA,2014-03-01
0.006632727706191721,0.008300489997737028,NA,2014-06-01
0.0018993955997967937,-0.0016419821299924735,NA,2014-09-01
-0.04256015869247709,-0.035240981114621046,NA,2014-12-01
-0.08861925519756442,-0.06976822013618594,NA,2015-03-01
-0.008118597365677105,-0.005541673354917056,NA,2015-06-01
-0.014078185573564217,-0.01766415149298104,NA,2015-09-01
-0.01786278736860525,-0.01713238189788558,NA,2015-12-01
-0.05418598857287804,-0.04049825313459164,NA,2016-03-01
0.052392426445827533,0.03995081904149179,NA,2016-06-01
0.0035293001257705736,0.004147716827800249,NA,2016-09-01
0.03771296766949628,0.02734496810413971,NA,2016-12-01
0.010810300215218449,0.019356576992681028,NA,2017-03-01
0.022030788673603086,0.0216049156667051,NA,2017-06-01
0.04560937728791048,0.03537445438094569,NA,2017-09-01
0.046681574496019174,0.03776404536703529,NA,2017-12-01
0.02239995536320394,0.03219911353836184,NA,2018-03-01
0.013194524874723168,0.010777032715801996,NA,2018-06-01
0.006564727500152356,0.0021125101903877435,NA,2018-09-01
-0.011555481459600392,-0.006873735439217274,NA,2018-12-01
-0.022364335868829688,-0.010423525682353897,NA,2019-03-01
-0.0046154568426044484,-0.002036665684096087,NA,2019-06-01
-0.003199227678116312,-0.0034206651364867575,NA,2019-09-01
NA,NA,-7.876760514333881e-4,2019-12-01
NA,NA,0.00800919588514423,2020-03-01
NA,NA,0.011843080548515923,2020-06-01
NA,NA,0.013555707678441874,2020-09-01
