y,in,out,date
NA,NA,0.05192580541248748,2002-03-01
NA,NA,0.04527307746954056,2002-06-01
NA,NA,0.040108632184628304,2002-09-01
NA,NA,0.017020021654164164,2002-12-01
NA,NA,0.05049404928981205,2003-03-01
NA,NA,0.020960117759005605,2003-06-01
NA,NA,0.018433186859466145,2003-09-01
NA,NA,0.05375802569226273,2003-12-01
NA,NA,0.057276714703671655,2004-03-01
NA,NA,0.02246636796755223,2004-06-01
NA,NA,0.023614972348264644,2004-09-01
NA,NA,0.04829881669723962,2004-12-01
NA,NA,0.030428542879795566,2005-03-01
0.006799904936641621,0.010801235822682066,NA,2005-06-01
0.018302332044505043,0.016780931172804086,NA,2005-09-01
0.034078840168536795,0.023181618032319305,NA,2005-12-01
0.05710859587193173,0.04596042002652551,NA,2006-03-01
0.04093320840215231,0.0394407963939177,NA,2006-06-01
0.040900085388258844,0.03530860703125138,NA,2006-09-01
0.015621849666565879,0.017728204952569576,NA,2006-12-01
0.026229878325897626,0.028980002315592827,NA,2007-03-01
0.039647997718033956,0.036293874125560344,NA,2007-06-01
0.054418125286962216,0.04349342162065132,NA,2007-09-01
0.06510995015988996,0.06126369708953705,NA,2007-12-01
0.06885718479100622,0.06223640498591369,NA,2008-03-01
0.07331585949677022,0.0661459393268537,NA,2008-06-01
-0.003453881247019397,-0.011337796626128173,NA,2008-09-01
-0.046114218868255764,-0.08458689011208789,NA,2008-12-01
-0.14859722514271057,-0.12160996156792768,NA,2009-03-01
0.023446356662497392,0.01859271064612876,NA,2009-06-01
0.11086574335517274,0.08206013818654384,NA,2009-09-01
0.07847589507843433,0.065049135326123,NA,2009-12-01
0.036369229612709386,0.02931779978371212,NA,2010-03-01
0.0203976034170521,0.016418395129043466,NA,2010-06-01
0.03871669938350042,0.0327199627074112,NA,2010-09-01
0.07306781500542936,0.06102167081312304,NA,2010-12-01
0.07365005092612686,0.06554029752572561,NA,2011-03-01
0.0474503487904443,0.04790662016569466,NA,2011-06-01
0.013708449784962662,0.013743894874588651,NA,2011-09-01
-0.021185368279540095,-0.017577742483214018,NA,2011-12-01
0.010530765409898724,0.01183164908994429,NA,2012-03-01
-0.00939752202302968,-0.004821890295328609,NA,2012-06-01
-0.005950662240135629,-0.0033320078842616428,NA,2012-09-01
0.007196616372636688,0.013162475741533371,NA,2012-12-01
0.016879777636424453,0.01822794370511552,NA,2013-03-01
7.114144896316343e-4,-0.004074412820776965,NA,2013-06-01
-0.0017124970917948845,9.184605565286073e-4,NA,2013-09-01
0.022054579376351358,0.021493314608859646,NA,2013-12-01
-0.006273409301103983,0.0021931584675716556,NA,2014-03-01
0.006632727706191721,0.008463073842149204,NA,2014-06-01
0.0018993955997967937,-0.0016215581959986413,NA,2014-09-01
-0.04256015869247709,-0.035431034318528065,NA,2014-12-01
-0.08861925519756442,-0.070352910537844,NA,2015-03-01
-0.008118597365677105,-0.0048228096837425235,NA,2015-06-01
-0.014078185573564217,-0.017095341414200223,NA,2015-09-01
-0.01786278736860525,-0.016565480218810887,NA,2015-12-01
-0.05418598857287804,-0.040986602257014615,NA,2016-03-01
0.052392426445827533,0.041351634550052065,NA,2016-06-01
0.0035293001257705736,0.004687305491427084,NA,2016-09-01
0.03771296766949628,0.02801864466980908,NA,2016-12-01
0.010810300215218449,0.01908347178855383,NA,2017-03-01
0.022030788673603086,0.02169580777955085,NA,2017-06-01
0.04560937728791048,0.036177513736579486,NA,2017-09-01
0.046681574496019174,0.03936554589240718,NA,2017-12-01
0.02239995536320394,0.03245063115073782,NA,2018-03-01
0.013194524874723168,0.011351910481108032,NA,2018-06-01
0.006564727500152356,0.0024053653936098665,NA,2018-09-01
-0.011555481459600392,-0.006485801225129885,NA,2018-12-01
-0.022364335868829688,-0.0104916245329427,NA,2019-03-01
-0.0046154568426044484,-0.0017615455116580473,NA,2019-06-01
-0.003199227678116312,-0.0033600543383610054,NA,2019-09-01
0.004808827086934198,0.0034695485077977616,NA,2019-12-01
NA,NA,-0.010642734272549416,2020-03-01
NA,NA,-0.06202875496001342,2020-06-01
NA,NA,-0.0350128026865499,2020-09-01
NA,NA,-0.005025402433893022,2020-12-01
NA,NA,0.004341695726635144,2021-03-01
