y,in,out,date
NA,NA,0.03410878170759993,2002-03-01
NA,NA,0.04437237226423113,2002-06-01
NA,NA,0.0403088763793326,2002-09-01
NA,NA,0.016836619501495932,2002-12-01
NA,NA,0.05163956613611363,2003-03-01
NA,NA,0.021643913187070332,2003-06-01
NA,NA,0.017375604683216566,2003-09-01
NA,NA,0.051517937453354604,2003-12-01
NA,NA,0.056442883317631115,2004-03-01
NA,NA,0.021779290119883374,2004-06-01
NA,NA,0.024452190872936822,2004-09-01
NA,NA,0.0483926042073035,2004-12-01
NA,NA,0.030599866182912376,2005-03-01
0.006799904936641621,0.011680517591766724,NA,2005-06-01
0.018302332044505043,0.01509320951729975,NA,2005-09-01
0.034078840168536795,0.02149390034097834,NA,2005-12-01
0.05710859587193173,0.04447037981388205,NA,2006-03-01
0.04093320840215231,0.04399889955843219,NA,2006-06-01
0.040900085388258844,0.0311419896162696,NA,2006-09-01
0.015621849666565879,0.020558149839626422,NA,2006-12-01
0.026229878325897626,0.028417224452958634,NA,2007-03-01
0.039647997718033956,0.03496180037414384,NA,2007-06-01
0.054418125286962216,0.04021843264285727,NA,2007-09-01
0.06510995015988996,0.06464053932328082,NA,2007-12-01
0.06885718479100622,0.06191376982773347,NA,2008-03-01
0.07331585949677022,0.06278440293938432,NA,2008-06-01
-0.003453881247019397,-0.0038341042921447854,NA,2008-09-01
-0.0448200171830884,-0.10005032300827155,NA,2008-12-01
-0.14859722514271057,-0.09272039467801195,NA,2009-03-01
0.023446356662497392,-0.0034383323865937593,NA,2009-06-01
0.11086574335517274,0.07892417181533455,NA,2009-09-01
0.07847589507843433,0.07137492844891623,NA,2009-12-01
0.036369229612709386,0.02936477210769562,NA,2010-03-01
0.0203976034170521,0.01695274063123524,NA,2010-06-01
0.03871669938350042,0.03259011952924011,NA,2010-09-01
0.07306781500542936,0.05930850038753843,NA,2010-12-01
0.07365005092612686,0.06683198951915802,NA,2011-03-01
0.0474503487904443,0.051164286293809494,NA,2011-06-01
0.013708449784962662,0.011819814913273378,NA,2011-09-01
-0.021185368279540095,-0.014889430783374343,NA,2011-12-01
0.010530765409898724,0.00908159513807549,NA,2012-03-01
-0.00939752202302968,-0.0028038605701850017,NA,2012-06-01
-0.005950662240135629,-0.005522031259385177,NA,2012-09-01
0.007196616372636688,0.014977474680005393,NA,2012-12-01
0.016879777636424453,0.017090301491530093,NA,2013-03-01
7.114144896316343e-4,-0.006397048751004813,NA,2013-06-01
-0.0017124970917948845,0.004995749450739648,NA,2013-09-01
0.022054579376351358,0.017391063412450485,NA,2013-12-01
-0.006273409301103983,0.006698063311085176,NA,2014-03-01
0.006632727706191721,0.005218461818330725,NA,2014-06-01
0.0018993955997967937,-0.0022665054407360746,NA,2014-09-01
-0.04256015869247709,-0.03374422552722525,NA,2014-12-01
-0.08861925519756442,-0.06709113813565924,NA,2015-03-01
-0.008118597365677105,-0.01170790196732522,NA,2015-06-01
-0.014078185573564217,-0.016441948884244845,NA,2015-09-01
-0.01786278736860525,-0.01821675205364479,NA,2015-12-01
-0.05418598857287804,-0.0330865012306929,NA,2016-03-01
0.052392426445827533,0.0281093808219941,NA,2016-06-01
0.0035293001257705736,0.015457060510822103,NA,2016-09-01
0.03771296766949628,0.018900151057442107,NA,2016-12-01
0.010810300215218449,0.028877321947470884,NA,2017-03-01
0.022030788673603086,0.016460789480331202,NA,2017-06-01
0.04560937728791048,0.036007657592438944,NA,2017-09-01
0.046681574496019174,0.03785550399424008,NA,2017-12-01
0.02239995536320394,0.03986350416151969,NA,2018-03-01
0.013194524874723168,0.004469171644956731,NA,2018-06-01
0.006564727500152356,0.003927017180430089,NA,2018-09-01
NA,NA,0.02118298089431924,2018-12-01
NA,NA,0.017889928074140235,2019-03-01
NA,NA,0.016779750901331127,2019-06-01
NA,NA,0.016862914099786155,2019-09-01
