y,in,out,date
NA,NA,0.026813337350701467,2002-03-01
NA,NA,0.04478192113574325,2002-06-01
NA,NA,0.04046693473583417,2002-09-01
NA,NA,0.01707160386139534,2002-12-01
NA,NA,0.052065357266366706,2003-03-01
NA,NA,0.02181012052486998,2003-06-01
NA,NA,0.01719411841663546,2003-09-01
NA,NA,0.05148376885098427,2003-12-01
NA,NA,0.056673923458022316,2004-03-01
NA,NA,0.02134937547981236,2004-06-01
NA,NA,0.024716653688136685,2004-09-01
NA,NA,0.04851396522449834,2004-12-01
NA,NA,0.0308327973400958,2005-03-01
0.006799904936641621,0.010873822764237973,NA,2005-06-01
0.018302332044505043,0.01656321505897763,NA,2005-09-01
0.034078840168536795,0.022263079284684118,NA,2005-12-01
0.05710859587193173,0.044330112081956495,NA,2006-03-01
0.04093320840215231,0.03951865953261702,NA,2006-06-01
0.040900085388258844,0.034011299835972134,NA,2006-09-01
0.015621849666565879,0.017028111943804373,NA,2006-12-01
0.026229878325897626,0.029242488707899292,NA,2007-03-01
0.039647997718033956,0.03576609831514829,NA,2007-06-01
0.054418125286962216,0.04190213139344286,NA,2007-09-01
0.06510995015988996,0.06122684144341202,NA,2007-12-01
0.06885718479100622,0.06205099742205391,NA,2008-03-01
0.07331585949677022,0.06467569468517939,NA,2008-06-01
-0.003453881247019397,-0.011259335617055635,NA,2008-09-01
-0.04423371288631713,-0.085854383344599,NA,2008-12-01
-0.14859722514271057,-0.1199773647986695,NA,2009-03-01
0.023446356662497392,0.014834974499228583,NA,2009-06-01
0.11086574335517274,0.07841883683386212,NA,2009-09-01
0.07847589507843433,0.06408155003810283,NA,2009-12-01
0.036369229612709386,0.028683567371751997,NA,2010-03-01
0.0203976034170521,0.015600521968055454,NA,2010-06-01
0.03871669938350042,0.03244678095534818,NA,2010-09-01
0.07306781500542936,0.06009802241019603,NA,2010-12-01
0.07365005092612686,0.06497506539853404,NA,2011-03-01
0.0474503487904443,0.04846240321411907,NA,2011-06-01
0.013708449784962662,0.013720197584987028,NA,2011-09-01
-0.021185368279540095,-0.016649308256688873,NA,2011-12-01
0.010530765409898724,0.011754737368251948,NA,2012-03-01
-0.00939752202302968,-0.004532665960569813,NA,2012-06-01
-0.005950662240135629,-0.0032392532836933337,NA,2012-09-01
0.007196616372636688,0.013941960384098775,NA,2012-12-01
0.016879777636424453,0.018462099078178733,NA,2013-03-01
7.114144896316343e-4,-0.003958149145380448,NA,2013-06-01
-0.0017124970917948845,0.0014515069467259632,NA,2013-09-01
0.022054579376351358,0.021033247475617762,NA,2013-12-01
-0.006273409301103983,0.003150502489694621,NA,2014-03-01
0.006632727706191721,0.008794030559831929,NA,2014-06-01
0.0018993955997967937,-0.0014781229102501965,NA,2014-09-01
-0.04256015869247709,-0.0351486707699293,NA,2014-12-01
-0.08861925519756442,-0.06915128251413191,NA,2015-03-01
-0.008118597365677105,-0.004921492706460761,NA,2015-06-01
-0.014078185573564217,-0.01713547956083831,NA,2015-09-01
-0.01786278736860525,-0.016512512133700204,NA,2015-12-01
-0.05418598857287804,-0.03896599482670009,NA,2016-03-01
0.052392426445827533,0.04019301576022294,NA,2016-06-01
0.0035293001257705736,0.005394490233831584,NA,2016-09-01
0.03771296766949628,0.027089942149175976,NA,2016-12-01
0.010810300215218449,0.02021649143186713,NA,2017-03-01
0.022030788673603086,0.02222946922545675,NA,2017-06-01
0.04560937728791048,0.03603673286391443,NA,2017-09-01
0.046681574496019174,0.03799669705231818,NA,2017-12-01
0.02239995536320394,0.034397011885992194,NA,2018-03-01
NA,NA,0.006799481281698844,2018-06-01
NA,NA,0.006107194715313907,2018-09-01
NA,NA,0.012903875797244741,2018-12-01
NA,NA,0.015361549828512717,2019-03-01
