date,actual,+3,+2,+1,0,-1,-2
2018-01-01,,0.020392885495239595,0.020449839750395493,0.012334377036878456,0.0030261222367205754,,
2018-02-01,,0.009406283725435767,0.008895578043048386,0.003827640606716964,0.008183726281257915,0.0013660149380675943,
2018-03-01,0.022399955363203942,0.017817305132977898,0.017283222765544413,0.02880711730085024,0.08039774849634905,0.0037016829995522465,0.0006167579235609466
2018-04-01,,0.008954882525938679,0.00892969335495489,-0.011157018023147263,-0.06306180081615778,0.036221549588257865,0.0016744011856201957
2018-05-01,,0.01775659432241614,0.016933043479016932,0.014715834049481931,0.010476062291308895,-0.028472157548535992,0.016320912627568292
2018-06-01,0.013194524874723168,0.010992903838399695,0.011403845137623509,0.017819186208980993,0.021753455357846868,0.004717534904756165,-0.012854107950969721
2018-07-01,,0.005498265698124246,0.0055100392129580344,-0.008669030519753101,-0.001340077020881127,0.009653617043437281,0.002124738374033728
2018-08-01,,-0.0012933349138546696,-0.0014954838132328215,-0.0003433168931996824,-0.0002759549282478888,-0.0006337881739848293,0.004286175195490886
2018-09-01,0.006564727500152356,0.0031266679515149325,0.0031945707088933822,0.00408029811369776,0.005052763618329587,-0.00013824415845168454,-0.00029784482484970386
2018-10-01,,0.0029817596873937934,0.0029731267251031732,0.0034965690748196337,0.0076308552734077155,0.0022342635486306364,-6.80186139388014e-05
2018-11-01,,0.009147765173652973,0.009335434844595382,0.011221167877068769,0.000718896454725936,0.0034092813492665112,0.0009885769271739213
2018-12-01,-0.011555481459600392,-0.024175580323200475,-0.023733239982342696,-0.025690414755734983,-0.02019377521943239,0.0003167100323377935,0.0015235079592381573
2019-01-01,,-0.0058762304104724074,-0.005872286352525985,-0.016227889973508144,-0.00979714384505223,-0.009068752530119403,0.00013962720772944817
2019-02-01,,0.013479643416442182,0.013498045819464191,0.007441528844787373,0.003695597074686365,-0.0043998364861622345,-0.004072639131186906
2019-03-01,-0.022364335868829688,-0.008781875907211177,-0.009093830003653254,-0.008281459137163652,-0.01314208859589687,0.0016591368742980448,-0.0019759296240939857
2019-04-01,,-0.008570329459674612,-0.008565004895422636,0.020946955137258468,0.030528930155656622,-0.005984120471401122,0.0007448787064410195
2019-05-01,,-0.026329517019961605,-0.02674557217415613,-0.023675647251303555,-0.026499971500477688,0.013782962678634826,-0.0027233821660151178
2019-06-01,-0.004615456842604448,0.0033039373396583226,0.0024375734987814165,-0.0006604570450986281,-0.0020070600296951974,-0.011988767671785791,0.006223198999240051
2019-07-01,,-0.0030271098455335443,-0.0029968409393558507,-0.016949906824893737,-0.006381438611237659,-0.0007915328956760934,-0.005423555847621885
2019-08-01,,0.014949096219645363,0.014237870842589994,0.013689437261811975,0.013639461206069927,-0.0027553020496182477,-0.00031058701375752867
2019-09-01,-0.003199227678116312,-0.0046758379030607655,-0.0047022704039982365,-0.004901778360537202,-0.0049048967708982,0.005982070943387876,-0.0011903523737827424
2019-10-01,,-0.0016016415807565887,-0.0015967736328293823,0.0003614763190042819,0.004519630872064286,-0.0021556029800389566,0.0026232597780232354
2019-11-01,,0.0024338378151544707,0.002173513314881092,-0.0028280408046177192,-0.0003006861847342265,0.001906459724213129,-0.0009442989908221686
2019-12-01,0.004808827086934198,0.0012532384972195549,0.00015196012815083752,0.005478737886056865,0.0038196719176397838,-0.00013780738861277221,0.000804992826336429
2020-01-01,,0.0026177011884506423,0.002651667339757556,0.005626464201991369,-0.006881308825889389,0.0016219311190267456,-6.250836731215318e-05
2020-02-01,,-0.020851613451769162,-0.02135872576178104,-0.02258268157574188,-0.059307075842082696,-0.0029562807531872625,0.0006892858877945243
2020-03-01,,-0.003067969745036531,0.00014619138551237587,0.001118742178273611,0.07454258786836007,-0.02541756434119044,-0.0012697274231094154
2020-04-01,,,-0.058670429361433185,-0.05445203268132325,0.0037375379221947307,0.032014457022978546,-0.010893236612717908
2020-05-01,,,,-0.18299452400109137,-0.07831604331598718,0.0016149811475555907,0.013748578142441386
2020-06-01,,,,,-0.017001444527596773,-0.03360849316049706,0.0006973107541100309
