date,actual,+3,+2,+1,0,-1,-2
2018-01-01,,0.042191578025368964,0.04218708672323296,0.03743497319546989,0.040537059920668375,,
2018-02-01,,0.042523958084820596,0.0424758102931258,0.035006758466687035,0.034935125310993645,0.03688435426455771,
2018-03-01,0.022399955363203942,0.027482637013358083,0.042448829320275445,0.04154556364334478,0.04233407060658691,0.031653184929283595,0.033608967977802606
2018-04-01,,0.02078259470806399,0.020793729869619672,0.0336426007176915,0.03013647536461187,0.03795237995767832,0.028724154910811116
2018-05-01,,0.020573764673213573,0.02057290249951308,0.021060986196540874,0.02697897087157034,0.027691591869089132,0.034091316059675164
2018-06-01,0.013194524874723168,0.014639626873830042,0.02029516458346619,0.022578316628923407,0.02311752359982007,0.025319883139823404,0.025461304636129372
2018-07-01,,0.011999306022467685,0.011997703518470503,0.016298104732313502,0.01946607494840396,0.021005027553484046,0.023735661521434984
2018-08-01,,0.012242623888208983,0.012218650887331275,0.009091007304813742,0.014859453435058033,0.017600589340014162,0.019105774500457178
2018-09-01,0.006564727500152356,0.007981643376977661,0.01205443409191852,0.012399063580753536,0.009964491517190319,0.013651662494610386,0.01593368400998118
2018-10-01,,0.005894647829187878,0.005876421490612701,0.010328389711704269,0.011845411899653598,0.00913806609895802,0.012547831562425156
2018-11-01,,0.005688892488210262,0.005692670772440905,0.007512457497850007,0.009876374197795528,0.0107883113423233,0.008384844131124232
2018-12-01,-0.011555481459600392,-0.004545823701277036,0.0066227704286389,0.0003374983050191101,0.0015882599420466654,0.00900459050891111,0.009834898858502585
2019-01-01,,-0.0097439690749996,-0.009853872886482344,0.004103170716837181,-0.0009490678123009154,0.0015268852112106275,0.00821990869586327
2019-02-01,,-0.010578836979926697,-0.010590457559404203,-0.005677799815540733,0.00585752274870699,-0.00042007564831616877,0.001461158605631969
2019-03-01,-0.022364335868829688,-0.0169108447410956,-0.01023972521269895,-0.012149781828683759,-0.006970630165750752,0.005845173092727038,-2.4724337196503632e-08
2019-04-01,,-0.021099456058776746,-0.021043802076580284,-0.004686105504126308,-0.006059052027374483,-0.006056169455753887,0.005768672507263125
2019-05-01,,-0.020423319116084276,-0.0204121805287559,-0.02320048085099994,-0.007214902238863735,-0.0056387279156627675,-0.005269199082393015
2019-06-01,-0.004615456842604448,-0.009716165304714728,-0.02064316840843951,-0.018662068892816273,-0.023184324996537428,-0.006730411360916161,-0.005245225356363743
2019-07-01,,-0.0038842476098873034,-0.0038845008667190697,-0.021881691140557373,-0.018391009945062257,-0.021214235229920334,-0.006273963315631298
2019-08-01,,-0.004421750670232333,-0.0044261805412467116,-0.001216555693489074,-0.016024328208632796,-0.016815433389202654,-0.019432083682423922
2019-09-01,-0.003199227678116312,-0.003442727411258148,-0.004310629700026564,-0.004626396479723937,-0.0010774065940816538,-0.014866830660902542,-0.015395216676618414
2019-10-01,,-0.0029772773991310203,-0.002977766236780725,-0.0022792094417779804,-0.0037285539312238315,-0.0011399947365539754,-0.013791778951475066
2019-11-01,,-0.002963455672509814,-0.002967112746158149,-0.002237717907979609,-0.0024806021164333067,-0.0035648600397230226,-0.0011749842025872946
2019-12-01,0.004808827086934198,0.0017619944260683297,-0.003165229147003139,0.0009416549681438503,-0.0006973232034401995,-0.002387575098228028,-0.0033952699214434365
2020-01-01,,0.00413509259471062,0.004098369558180961,-0.0023936764715983385,-0.0021138269317303887,-0.0007042408643301029,-0.0022869608591441293
2020-02-01,,0.004652390061555331,0.0050663415537844265,-0.00457450636730405,-0.010639468510102154,-0.001971869214456765,-0.0007011903688660691
2020-03-01,,0.004434072329272724,0.005071759932899121,-0.008359592677035796,0.003473026522327582,-0.009281477693883542,-0.0018381647803256682
2020-04-01,,,0.004367176869784141,-0.025748380759481635,0.007592151104355195,0.0031200909679358984,-0.008114474175239394
2020-05-01,,,,-0.04712073523628079,-0.030729950603850836,0.0070551713274160065,0.0028081718564733184
2020-06-01,,,,,-0.03534917253869325,-0.026761916686411456,0.006553521128410399
