y,in,out,date
NA,NA,0.036982825848333636,2002-03-01
NA,NA,0.048024921635593784,2002-06-01
NA,NA,0.03333526958625029,2002-09-01
NA,NA,0.020888254154884055,2002-12-01
NA,NA,0.037007065299269545,2003-03-01
NA,NA,0.01652518680194577,2003-06-01
NA,NA,0.025426724114263798,2003-09-01
NA,NA,0.0567628260087375,2003-12-01
NA,NA,0.05246879590772037,2004-03-01
NA,NA,0.028677256108665873,2004-06-01
NA,NA,0.02213656058945089,2004-09-01
NA,NA,0.04159547805122104,2004-12-01
NA,NA,0.032308875423995485,2005-03-01
0.006799904936641621,0.010401863700801556,NA,2005-06-01
0.018302332044505043,0.018692687711831128,NA,2005-09-01
0.034078840168536795,0.025632087407657045,NA,2005-12-01
0.05710859587193173,0.044393543108608755,NA,2006-03-01
0.04093320840215231,0.03994969776121308,NA,2006-06-01
0.040900085388258844,0.03346129569002227,NA,2006-09-01
0.015621849666565879,0.021610343741354978,NA,2006-12-01
0.026229878325897626,0.027950807733929328,NA,2007-03-01
0.039647997718033956,0.03660389458389487,NA,2007-06-01
0.054418125286962216,0.04129580369370297,NA,2007-09-01
0.06510995015988996,0.05831712671593345,NA,2007-12-01
0.06885718479100622,0.05835977632024609,NA,2008-03-01
0.07331585949677022,0.0589418888702984,NA,2008-06-01
-0.003453881247019397,-0.015617043822489884,NA,2008-09-01
-0.046114218868255764,-0.09518950069592218,NA,2008-12-01
-0.14859722514271057,-0.11354350221135413,NA,2009-03-01
0.023446356662497392,0.02552995276258925,NA,2009-06-01
0.11086574335517274,0.08166817515947009,NA,2009-09-01
0.07847589507843433,0.06686008239875688,NA,2009-12-01
0.036369229612709386,0.03486897731194488,NA,2010-03-01
0.0203976034170521,0.022299992128115915,NA,2010-06-01
0.03871669938350042,0.03272901919637389,NA,2010-09-01
0.07306781500542936,0.05817832607615841,NA,2010-12-01
0.07365005092612686,0.06395265731726565,NA,2011-03-01
0.0474503487904443,0.04539497563284098,NA,2011-06-01
0.013708449784962662,0.013929413174486562,NA,2011-09-01
-0.021185368279540095,-0.016145038089207482,NA,2011-12-01
0.010530765409898724,0.013667283194384693,NA,2012-03-01
-0.00939752202302968,-0.00518157914817364,NA,2012-06-01
-0.005950662240135629,-0.004714439245398721,NA,2012-09-01
0.007196616372636688,0.013240415999654363,NA,2012-12-01
0.016879777636424453,0.018115228711772468,NA,2013-03-01
7.114144896316343e-4,-0.004937423164660426,NA,2013-06-01
-0.0017124970917948845,0.004213223712783605,NA,2013-09-01
0.022054579376351358,0.021071721958552624,NA,2013-12-01
-0.006273409301103983,0.0037991786744630083,NA,2014-03-01
0.006632727706191721,0.008245391341829058,NA,2014-06-01
0.0018993955997967937,-0.0012627559440504862,NA,2014-09-01
-0.04256015869247709,-0.03073091356127805,NA,2014-12-01
-0.08861925519756442,-0.06196993223695678,NA,2015-03-01
-0.008118597365677105,-0.006281719653112349,NA,2015-06-01
-0.014078185573564217,-0.016782699401699595,NA,2015-09-01
-0.01786278736860525,-0.017318031881488276,NA,2015-12-01
-0.05418598857287804,-0.03405878449369841,NA,2016-03-01
0,052392426445827533,0.03556577942513512,NA,2016-06-01
0.0035293001257705736,0.007660783925930433,NA,2016-09-01
0.03771296766949628,0.02649334217063823,NA,2016-12-01
0.010810300215218449,0.02323401190546833,NA,2017-03-01
0.022030788673603086,0.020800621810681413,NA,2017-06-01
0.04560937728791048,0.03412465706788645,NA,2017-09-01
0.046681574496019174,0.038192980467481326,NA,2017-12-01
0.02239995536320394,0.03129296383406152,NA,2018-03-01
0.013194524874723168,0.01146284798068082,NA,2018-06-01
0.006564727500152356,0.004330602675600178,NA,2018-09-01
-0.011555481459600392,-0.007635110191575261,NA,2018-12-01
-0.022364335868829688,-0.012139740697857124,NA,2019-03-01
-0.0046154568426044484,-0.002702102445272846,NA,2019-06-01
-0.003199227678116312,-0.0038474903227359945,NA,2019-09-01
0.004808827086934198,0.0033605423844656705,NA,2019-12-01
NA,NA,-0.015076916213012137,2020-03-01
NA,NA,-0.05715857534422632,2020-06-01
NA,NA,-0.0282609140599411,2020-09-01
NA,NA,-0.0080184967790896,2020-12-01
NA,NA,0.002710432114088659,2021-03-01
NA,NA,0.008417168112800298,2021-06-01
