y,in,out,date
NA,NA,0.031410462770159735,2002-03-01
NA,NA,0.03750599357280552,2002-06-01
NA,NA,0.024363226059441197,2002-09-01
NA,NA,0.013474267914885344,2002-12-01
NA,NA,0.02389655686256678,2003-03-01
NA,NA,0.018037721846626574,2003-06-01
NA,NA,0.02423946791815218,2003-09-01
NA,NA,0.04798036430724133,2003-12-01
NA,NA,0.040617191125462866,2004-03-01
NA,NA,0.02225488757569509,2004-06-01
NA,NA,0.0180018122371253,2004-09-01
NA,NA,0.0389769680752357,2004-12-01
NA,NA,0.0195191008405049,2005-03-01
-0.012976763050408846,0.0025168289093602317,NA,2005-06-01
0.018826489439453864,0.01701503326774111,NA,2005-09-01
-0.010718315413643986,0.012184149004084198,NA,2005-12-01
0.07526573671824899,0.04225698560042925,NA,2006-03-01
0.032589562899496105,0.04467950194451829,NA,2006-06-01
0.029988363365490267,0.018536527299872683,NA,2006-09-01
0.0410988348585144,0.03519120274880826,NA,2006-12-01
0.05139932633217503,0.03593063865945169,NA,2007-03-01
0.04789624898671474,0.037671831536341974,NA,2007-06-01
0.05448807687967805,0.03929926326602259,NA,2007-09-01
0.052877914452751806,0.045874214189174596,NA,2007-12-01
0.04303990601973484,0.036961339584346956,NA,2008-03-01
0.03820416808957239,0.028838947248620073,NA,2008-06-01
-0.0031084488659911536,-0.008090453081607689,NA,2008-09-01
-0.1090918242070188,-0.09604699610660249,NA,2008-12-01
-0.07877669263018694,-0.07873843321211461,NA,2009-03-01
0.019241475275035835,0.0146569579239385,NA,2009-06-01
0.051283740505198905,0.05467642564897377,NA,2009-09-01
0.04085742272014681,0.049508509119472445,NA,2009-12-01
-0.0014999614844329878,0.016083383511195416,NA,2010-03-01
-0.003259849111356683,0.011416264470886343,NA,2010-06-01
0.032855443064757184,0.028504223555096124,NA,2010-09-01
0.057809435177059276,0.05108825498345771,NA,2010-12-01
0.026723788027020134,0.03414757471837167,NA,2011-03-01
0.035791557535945984,0.03033969291775792,NA,2011-06-01
0.02788062719353257,0.020954375249684062,NA,2011-09-01
-0.023364166667901642,-0.012954530933841768,NA,2011-12-01
0.010244719489418408,0.008661473713608207,NA,2012-03-01
0.007135965250191667,0.004104276849079392,NA,2012-06-01
0.005654117840154571,0.0016161604923578127,NA,2012-09-01
0.023696727018269748,0.017500068148215465,NA,2012-12-01
0.017192733081000222,0.01850870452151938,NA,2013-03-01
0.007488937690629749,0.002593913429343951,NA,2013-06-01
0.02778610205533294,0.020696979837864185,NA,2013-09-01
0.022006926700020912,0.021241208700720646,NA,2013-12-01
0.02730859927640772,0.019877059155428565,NA,2014-03-01
0.009486981405741224,0.01525333123349774,NA,2014-06-01
0.021423346457078107,0.007753536300929683,NA,2014-09-01
-0.022567842407504868,-0.006705784574532676,NA,2014-12-01
-0.05717199598936307,-0.03982579423199224,NA,2015-03-01
0.03693055178183302,0.011692833071205134,NA,2015-06-01
-0.0222162693748178,-0.0010876689503901797,NA,2015-09-01
0.004735777797632679,-0.005341976595561572,NA,2015-12-01
-0.013133552653333158,-0.00327377811349573,NA,2016-03-01
0.019591083924567876,0.017021632324165096,NA,2016-06-01
0.01143106696606977,0.011220396922221463,NA,2016-09-01
0.021505684697315175,0.017934965667097486,NA,2016-12-01
-0.005637263903072953,0.013791036064371268,NA,2017-03-01
0.04481456341491774,0.025926494816815623,NA,2017-06-01
0.030259234145918024,0.03279232630760019,NA,2017-09-01
0.02872887778611677,0.024551712002337966,NA,2017-12-01
0.030958796343487638,0.030120963521424137,NA,2018-03-01
-0.008657705165889706,7.869409265571902e-4,NA,2018-06-01
9.728216085314045e-4,2.917114394280877e-4,NA,2018-09-01
0.011775564198011956,0.004279402877041033,NA,2018-12-01
-0.004014843964656567,6.974259736169646e-4,NA,2019-03-01
0.008368174320205757,0.003372250968621874,NA,2019-06-01
0.011820974199477474,0.005015810314027921,NA,2019-09-01
0.013554276557681932,0.008549831277578086,NA,2019-12-01
NA,NA,-0.005299870049826254,2020-03-01
NA,NA,-0.022912396932845816,2020-06-01
NA,NA,0.0060419356200350095,2020-09-01
NA,NA,0.012089700390955872,2020-12-01
NA,NA,0.013824065064838579,2021-03-01
NA,NA,0.014321709970189538,2021-06-01
